snr_db,cond,receiver,n_seeds,bler_mean,ci_lo,ci_hi,pooled_errors,pooled_blocks,cp_lo,cp_hi,seed0,seed1,seed2,seed3,seed4
10.0,S2,AINR,5,0.050208333333333334,-0.004508754479064535,0.1049254211457312,241,4800,0.04420164980463169,0.05676930126821883,0.0020833333333333333,0.07395833333333333,0.046875,0.11145833333333334,0.016666666666666666
10.0,S2,DiscNRX,5,0.129375,0.043510383281000556,0.21523961671899944,621,4800,0.12000395571490174,0.13919933570148627,0.07395833333333333,0.07395833333333333,0.24270833333333333,0.13645833333333332,0.11979166666666667
10.0,S2,LS-LIN,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,S2,LS-LMMSE,5,1.0,1.0,1.0,4800,4800,0.9992317786802702,1.0,1.0,1.0,1.0,1.0,1.0
10.0,S2,PCSI,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V30,AINR,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V30,DiscNRX,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V30,LS-LIN,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V30,LS-LMMSE,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V30,PCSI,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V90,AINR,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V90,DiscNRX,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V90,LS-LIN,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V90,LS-LMMSE,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V90,PCSI,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V150,AINR,5,0.042708333333333334,0.027876469407867803,0.057540197258798866,205,4800,0.037163835720832025,0.04881732355032538,0.05,0.029166666666666667,0.030208333333333334,0.051041666666666666,0.053125
10.0,V150,DiscNRX,5,0.042708333333333334,0.03264804232923343,0.05276862433743324,205,4800,0.037163835720832025,0.04881732355032538,0.051041666666666666,0.0375,0.03125,0.046875,0.046875
10.0,V150,LS-LIN,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V150,LS-LMMSE,5,0.08895833333333333,0.073314073551551,0.10460259311511566,427,4800,0.08105239182090668,0.09736827038429618,0.096875,0.06875,0.084375,0.096875,0.09791666666666667
10.0,V150,PCSI,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V250,AINR,5,0.30645833333333333,0.28087646383990983,0.33204020282675684,1471,4800,0.2934329468099404,0.3197195162092391,0.31354166666666666,0.3385416666666667,0.29270833333333335,0.2864583333333333,0.30104166666666665
10.0,V250,DiscNRX,5,0.308125,0.2785544701724491,0.33769552982755086,1479,4800,0.2950789134445863,0.32140484870585007,0.31145833333333334,0.346875,0.2916666666666667,0.2864583333333333,0.30416666666666664
10.0,V250,LS-LIN,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V250,LS-LMMSE,5,0.34958333333333336,0.32377036140021054,0.3753963052664562,1678,4800,0.3360844582257393,0.36326540141394636,0.35208333333333336,0.384375,0.34270833333333334,0.33541666666666664,0.3333333333333333
10.0,V250,PCSI,5,0.0,0.0,0.0,0,4800,0.0,0.0007682213197297113,0.0,0.0,0.0,0.0,0.0
10.0,V400,AINR,5,0.5164583333333332,0.4843517787581452,0.5485648879085212,2479,4800,0.5022106173163199,0.5306860139237598,0.5395833333333333,0.51875,0.490625,0.4895833333333333,0.54375
10.0,V400,DiscNRX,5,0.5164583333333332,0.48109146982816714,0.5518251968384994,2479,4800,0.5022106173163199,0.5306860139237598,0.5375,0.528125,0.48541666666666666,0.4864583333333333,0.5447916666666667
10.0,V400,LS-LIN,5,0.08583333333333334,0.08094229716102931,0.09072436950563738,412,4800,0.07805843688483251,0.09411619455679675,0.08854166666666667,0.08333333333333333,0.08958333333333333,0.08020833333333334,0.0875
