snr_db,window,stat,cond,alpha,n_seeds,tpr_mean,tpr_lo,tpr_hi,realised_fpr_mean
5.0,8,conf_d,CDLB,0.1,5,0.9816666666666667,0.9681755684607608,0.9951577648725726,0.12833333333333333
5.0,8,conf_d,CDLD,0.01,5,0.3983333333333333,-0.024473567049371203,0.8211402337160378,0.03
5.0,8,conf_d,CDLD,0.05,5,0.5733333333333334,0.2329434784063419,0.9137231882603248,0.08333333333333333
5.0,8,conf_d,CDLD,0.1,5,0.6883333333333334,0.41334298819262905,0.9633236784740377,0.125
5.0,8,conf_d,CDLE,0.01,5,0.765,0.5507604809419818,0.9792395190580182,0.026666666666666665
5.0,8,conf_d,CDLE,0.05,5,0.8683333333333334,0.7345379957947817,1.002128670871885,0.08833333333333333
5.0,8,conf_d,CDLE,0.1,5,0.9099999999999999,0.8217753288164361,0.9982246711835637,0.125
5.0,8,conf_d,S2,0.01,5,1.0,1.0,1.0,0.026666666666666665
5.0,8,conf_d,S2,0.05,5,1.0,1.0,1.0,0.07666666666666667
5.0,8,conf_d,S2,0.1,5,1.0,1.0,1.0,0.12666666666666665
5.0,8,conf_d,V30,0.01,5,0.045,0.008710966744457531,0.08128903325554246,0.026666666666666672
5.0,8,conf_d,V30,0.05,5,0.11000000000000001,0.018206863597383563,0.20179313640261648,0.08166666666666667
5.0,8,conf_d,V30,0.1,5,0.20999999999999996,0.08318874245935012,0.3368112575406498,0.12666666666666665
5.0,8,conf_d,V90,0.01,5,0.5866666666666667,0.4337870057373923,0.7395463275959411,0.02833333333333334
5.0,8,conf_d,V90,0.05,5,0.77,0.6588940040761261,0.881105995923874,0.075
5.0,8,conf_d,V90,0.1,5,0.8616666666666667,0.7736850391161613,0.9496482942171721,0.12833333333333333
5.0,8,conf_d,V150,0.01,5,0.9483333333333333,0.9144867580475898,0.9821799086190767,0.02833333333333334
5.0,8,conf_d,V150,0.05,5,0.9816666666666667,0.9663192888917335,0.9970140444415999,0.08166666666666667
5.0,8,conf_d,V150,0.1,5,0.99,0.9813429113859702,0.9986570886140298,0.12833333333333333
5.0,8,conf_d,V250,0.01,5,0.9983333333333334,0.9937059248246705,1.0029607418419964,0.028333333333333332
5.0,8,conf_d,V250,0.05,5,1.0,1.0,1.0,0.08333333333333334
5.0,8,conf_d,V250,0.1,5,1.0,1.0,1.0,0.125
5.0,8,conf_d,V400,0.01,5,1.0,1.0,1.0,0.03166666666666667
5.0,8,conf_d,V400,0.05,5,1.0,1.0,1.0,0.08666666666666667
5.0,8,conf_d,V400,0.1,5,1.0,1.0,1.0,0.12833333333333333
5.0,8,crcfail_a,DS200,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,DS200,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,DS200,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,DS300,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,DS300,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,DS300,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,DS600,0.01,5,0.48666666666666664,0.213238113767812,0.7600952195655213,0.0
5.0,8,crcfail_a,DS600,0.05,5,0.48666666666666664,0.213238113767812,0.7600952195655213,0.0
5.0,8,crcfail_a,DS600,0.1,5,0.48666666666666664,0.213238113767812,0.7600952195655213,0.0
5.0,8,crcfail_a,DS1000,0.01,5,0.865,0.6485233212237793,1.0814766787762207,0.0
5.0,8,crcfail_a,DS1000,0.05,5,0.865,0.6485233212237793,1.0814766787762207,0.0
5.0,8,crcfail_a,DS1000,0.1,5,0.865,0.6485233212237793,1.0814766787762207,0.0
5.0,8,crcfail_a,CDLA,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLA,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLA,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLB,0.01,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.0
5.0,8,crcfail_a,CDLB,0.05,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.0
5.0,8,crcfail_a,CDLB,0.1,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.0
5.0,8,crcfail_a,CDLD,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLD,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLD,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLE,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLE,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,CDLE,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,S2,0.01,5,0.9466666666666667,0.8620976902331093,1.0312356431002239,0.0
5.0,8,crcfail_a,S2,0.05,5,0.9466666666666667,0.8620976902331093,1.0312356431002239,0.0
5.0,8,crcfail_a,S2,0.1,5,0.9466666666666667,0.8620976902331093,1.0312356431002239,0.0
5.0,8,crcfail_a,V30,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,V30,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,V30,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,V90,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,V90,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,V90,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_a,V150,0.01,5,0.6866666666666668,0.6406245333418672,0.7327087999914663,0.0
5.0,8,crcfail_a,V150,0.05,5,0.6866666666666668,0.6406245333418672,0.7327087999914663,0.0
5.0,8,crcfail_a,V150,0.1,5,0.6866666666666668,0.6406245333418672,0.7327087999914663,0.0
5.0,8,crcfail_a,V250,0.01,5,0.9766666666666668,0.9596644821502104,0.9936688511831232,0.0
5.0,8,crcfail_a,V250,0.05,5,0.9766666666666668,0.9596644821502104,0.9936688511831232,0.0
5.0,8,crcfail_a,V250,0.1,5,0.9766666666666668,0.9596644821502104,0.9936688511831232,0.0
5.0,8,crcfail_a,V400,0.01,5,0.9966666666666667,0.990999271827848,1.0023340615054854,0.0
5.0,8,crcfail_a,V400,0.05,5,0.9966666666666667,0.990999271827848,1.0023340615054854,0.0
5.0,8,crcfail_a,V400,0.1,5,0.9966666666666667,0.990999271827848,1.0023340615054854,0.0
5.0,8,crcfail_d,DS200,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,DS200,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,DS200,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,DS300,0.01,5,0.0016666666666666666,-0.0029607418419963214,0.006294075175329655,0.0
5.0,8,crcfail_d,DS300,0.05,5,0.0016666666666666666,-0.0029607418419963214,0.006294075175329655,0.0
5.0,8,crcfail_d,DS300,0.1,5,0.0016666666666666666,-0.0029607418419963214,0.006294075175329655,0.0
5.0,8,crcfail_d,DS600,0.01,5,0.7683333333333333,0.5993537048974973,0.9373129617691693,0.0
5.0,8,crcfail_d,DS600,0.05,5,0.7683333333333333,0.5993537048974973,0.9373129617691693,0.0
5.0,8,crcfail_d,DS600,0.1,5,0.7683333333333333,0.5993537048974973,0.9373129617691693,0.0
5.0,8,crcfail_d,DS1000,0.01,5,0.9883333333333333,0.9710191561052738,1.0056475105613927,0.0
5.0,8,crcfail_d,DS1000,0.05,5,0.9883333333333333,0.9710191561052738,1.0056475105613927,0.0
5.0,8,crcfail_d,DS1000,0.1,5,0.9883333333333333,0.9710191561052738,1.0056475105613927,0.0
5.0,8,crcfail_d,CDLA,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLA,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLA,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLB,0.01,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.0
5.0,8,crcfail_d,CDLB,0.05,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.0
5.0,8,crcfail_d,CDLB,0.1,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.0
5.0,8,crcfail_d,CDLD,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLD,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLD,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLE,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLE,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,CDLE,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,S2,0.01,5,1.0,1.0,1.0,0.0
5.0,8,crcfail_d,S2,0.05,5,1.0,1.0,1.0,0.0
5.0,8,crcfail_d,S2,0.1,5,1.0,1.0,1.0,0.0
5.0,8,crcfail_d,V30,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,V30,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,V30,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,V90,0.01,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,V90,0.05,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,V90,0.1,5,0.0,0.0,0.0,0.0
5.0,8,crcfail_d,V150,0.01,5,0.695,0.6434713596264195,0.7465286403735804,0.0
5.0,8,crcfail_d,V150,0.05,5,0.695,0.6434713596264195,0.7465286403735804,0.0
5.0,8,crcfail_d,V150,0.1,5,0.695,0.6434713596264195,0.7465286403735804,0.0
5.0,8,crcfail_d,V250,0.01,5,0.9766666666666668,0.9596644821502104,0.9936688511831232,0.0
5.0,8,crcfail_d,V250,0.05,5,0.9766666666666668,0.9596644821502104,0.9936688511831232,0.0
5.0,8,crcfail_d,V250,0.1,5,0.9766666666666668,0.9596644821502104,0.9936688511831232,0.0
5.0,8,crcfail_d,V400,0.01,5,0.9966666666666667,0.990999271827848,1.0023340615054854,0.0
5.0,8,crcfail_d,V400,0.05,5,0.9966666666666667,0.990999271827848,1.0023340615054854,0.0
5.0,8,crcfail_d,V400,0.1,5,0.9966666666666667,0.990999271827848,1.0023340615054854,0.0
5.0,8,cf,DS200,0.01,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.005
5.0,8,cf,DS200,0.05,5,0.039999999999999994,0.017567804980517493,0.062432195019482495,0.023333333333333334
5.0,8,cf,DS200,0.1,5,0.09999999999999999,0.07361971268263903,0.12638028731736095,0.06000000000000001
5.0,8,cf,DS300,0.01,5,0.005,-0.0006673948388187974,0.010667394838818798,0.005
5.0,8,cf,DS300,0.05,5,0.025,0.00863964032102036,0.04136035967897964,0.023333333333333334
5.0,8,cf,DS300,0.1,5,0.058333333333333334,0.03519629079001839,0.08147037587664828,0.06666666666666667
5.0,8,cf,DS600,0.01,5,0.006666666666666666,-0.001990421947363064,0.015323755280696396,0.005
5.0,8,cf,DS600,0.05,5,0.05166666666666666,0.02488360357723341,0.0784497297560999,0.021666666666666667
5.0,8,cf,DS600,0.1,5,0.12166666666666667,0.09011194765300458,0.15322138568032878,0.06333333333333334
5.0,8,cf,DS1000,0.01,5,0.005,-0.004254817017325976,0.014254817017325977,0.005
5.0,8,cf,DS1000,0.05,5,0.06833333333333333,0.052985955558400154,0.0836807111082665,0.025
5.0,8,cf,DS1000,0.1,5,0.14166666666666666,0.12097226669660394,0.1623610666367294,0.06999999999999999
5.0,8,cf,CDLA,0.01,5,0.039999999999999994,0.015296398624444877,0.06470360137555511,0.005
5.0,8,cf,CDLA,0.05,5,0.14666666666666667,0.10686019353166701,0.18647313980166633,0.023333333333333334
5.0,8,cf,CDLA,0.1,5,0.29833333333333334,0.24387520293403064,0.35279146373263603,0.065
5.0,8,cf,CDLB,0.01,5,0.006666666666666666,-0.0068244315392391956,0.02015776487257253,0.005
5.0,8,cf,CDLB,0.05,5,0.028333333333333332,0.0165357101918144,0.040130956474852264,0.025
5.0,8,cf,CDLB,0.1,5,0.08,0.039526705382282416,0.12047329461771758,0.06333333333333332
5.0,8,cf,CDLD,0.01,5,1.0,1.0,1.0,0.005
5.0,8,cf,CDLD,0.05,5,1.0,1.0,1.0,0.023333333333333334
5.0,8,cf,CDLD,0.1,5,1.0,1.0,1.0,0.06
5.0,8,cf,CDLE,0.01,5,1.0,1.0,1.0,0.005
5.0,8,cf,CDLE,0.05,5,1.0,1.0,1.0,0.026666666666666665
5.0,8,cf,CDLE,0.1,5,1.0,1.0,1.0,0.07166666666666667
5.0,8,cf,S2,0.01,5,0.015,-0.006205449762430867,0.03620544976243087,0.005
5.0,8,cf,S2,0.05,5,0.09833333333333333,0.03564945267522829,0.16101721399143837,0.025
5.0,8,cf,S2,0.1,5,0.20833333333333331,0.12587971747465915,0.2907869491920075,0.06666666666666667
5.0,8,cf,V30,0.01,5,0.013333333333333332,0.0015357101918143986,0.025130956474852265,0.005
5.0,8,cf,V30,0.05,5,0.04833333333333333,0.03298595555840015,0.06368071110826651,0.025
5.0,8,cf,V30,0.1,5,0.09,0.06128768529040553,0.11871231470959447,0.06
5.0,8,cf,V90,0.01,5,0.011666666666666667,-0.0056475105613927965,0.028980843894726133,0.005
5.0,8,cf,V90,0.05,5,0.05166666666666666,0.017038312210547746,0.08629502112278557,0.023333333333333334
5.0,8,cf,V90,0.1,5,0.09166666666666666,0.061499653987135694,0.12183367934619763,0.06166666666666667
5.0,8,cf,V150,0.01,5,0.006666666666666666,-0.001990421947363064,0.015323755280696396,0.005
5.0,8,cf,V150,0.05,5,0.03333333333333333,0.0049963591392393515,0.06167030752742732,0.021666666666666667
5.0,8,cf,V150,0.1,5,0.065,0.0425678049805175,0.0874321950194825,0.06833333333333333
5.0,8,cf,V250,0.01,5,0.006666666666666666,-0.001990421947363064,0.015323755280696396,0.005
5.0,8,cf,V250,0.05,5,0.039999999999999994,0.026508901794094132,0.053491098205905856,0.025
5.0,8,cf,V250,0.1,5,0.07833333333333334,0.05037673845894454,0.10628992820772214,0.06166666666666667
5.0,8,cf,V400,0.01,5,0.0016666666666666666,-0.0029607418419963214,0.006294075175329655,0.005
5.0,8,cf,V400,0.05,5,0.02,0.008202376858481067,0.03179762314151893,0.025
5.0,8,cf,V400,0.1,5,0.058333333333333334,0.05101675805762431,0.06564990860904235,0.065
5.0,8,ct,DS200,0.01,5,0.023333333333333334,-0.0034497297560999243,0.05011639642276659,0.013333333333333332
5.0,8,ct,DS200,0.05,5,0.06833333333333333,-0.003875000428929548,0.1405416670955962,0.05499999999999999
5.0,8,ct,DS200,0.1,5,0.11499999999999999,0.01618559449777951,0.21381440550222047,0.10666666666666666
5.0,8,ct,DS300,0.01,5,0.021666666666666667,-0.009028088883199694,0.05236142221653303,0.015
5.0,8,ct,DS300,0.05,5,0.06,-0.015824575187557227,0.13582457518755722,0.05499999999999999
5.0,8,ct,DS300,0.1,5,0.11000000000000001,0.02677094122119318,0.19322905877880686,0.10666666666666666
5.0,8,ct,DS600,0.01,5,0.01666666666666667,-0.012599634436169422,0.04593296776950276,0.013333333333333332
5.0,8,ct,DS600,0.05,5,0.04666666666666667,-0.021812725721293454,0.1151460590546268,0.05500000000000001
5.0,8,ct,DS600,0.1,5,0.09833333333333334,0.01905730328625868,0.177609363380408,0.10333333333333332
5.0,8,ct,DS1000,0.01,5,0.018333333333333333,-0.0040988616861491675,0.040765528352815834,0.013333333333333332
5.0,8,ct,DS1000,0.05,5,0.06666666666666667,0.022161676729477456,0.11117165660385588,0.06
5.0,8,ct,DS1000,0.1,5,0.12,0.039984626837663614,0.20001537316233636,0.11333333333333333
5.0,8,ct,CDLA,0.01,5,0.011666666666666667,-0.0022155588593222985,0.02554889219265563,0.013333333333333332
5.0,8,ct,CDLA,0.05,5,0.058333333333333334,0.004072158842898542,0.11259450782376812,0.05500000000000001
5.0,8,ct,CDLA,0.1,5,0.10500000000000001,0.016714672452320972,0.19328532754767905,0.10333333333333335
5.0,8,ct,CDLB,0.01,5,0.015,-0.0074321950194825015,0.0374321950194825,0.016666666666666666
5.0,8,ct,CDLB,0.05,5,0.06499999999999999,-0.01461294626999933,0.14461294626999932,0.056666666666666664
5.0,8,ct,CDLB,0.1,5,0.11499999999999999,-0.000777723897065763,0.23077772389706575,0.11000000000000001
5.0,8,ct,CDLD,0.01,5,0.019999999999999997,-0.0059712658420891865,0.04597126584208918,0.011666666666666667
5.0,8,ct,CDLD,0.05,5,0.056666666666666664,-0.002048565006839545,0.11538189834017287,0.05499999999999999
5.0,8,ct,CDLD,0.1,5,0.09666666666666666,0.0005434621223990022,0.19278987121093433,0.10500000000000001
5.0,8,ct,CDLE,0.01,5,0.018333333333333333,0.0013311488168769418,0.03533551784978972,0.011666666666666667
5.0,8,ct,CDLE,0.05,5,0.05333333333333333,-0.0017114365826686531,0.1083781032493353,0.05333333333333333
5.0,8,ct,CDLE,0.1,5,0.10833333333333335,0.0239544709875983,0.1927121956790684,0.11000000000000001
5.0,8,ct,S2,0.01,5,0.008333333333333333,-0.009588542756816922,0.02625520942348359,0.011666666666666667
5.0,8,ct,S2,0.05,5,0.049999999999999996,0.018958400044905895,0.08104159995509409,0.05833333333333333
5.0,8,ct,S2,0.1,5,0.11499999999999999,0.047783008801525195,0.1822169911984748,0.11000000000000001
5.0,8,ct,V30,0.01,5,0.011666666666666667,-0.005647510561392793,0.028980843894726126,0.011666666666666667
5.0,8,ct,V30,0.05,5,0.045,-0.008566126178866505,0.09856612617886651,0.05833333333333333
5.0,8,ct,V30,0.1,5,0.08499999999999999,-0.0004505830381624637,0.17045058303816246,0.10666666666666666
5.0,8,ct,V90,0.01,5,0.03333333333333333,0.0014411210937094604,0.0652255455729572,0.015
5.0,8,ct,V90,0.05,5,0.085,0.026284768326493797,0.14371523167350622,0.056666666666666664
5.0,8,ct,V90,0.1,5,0.16666666666666666,0.07043214395592025,0.2629011893774131,0.10500000000000001
5.0,8,ct,V150,0.01,5,0.21666666666666665,0.13718831549929683,0.29614501783403646,0.015
5.0,8,ct,V150,0.05,5,0.36,0.2856008258962974,0.4343991741037026,0.05833333333333333
5.0,8,ct,V150,0.1,5,0.44499999999999995,0.3552115796495641,0.5347884203504357,0.10999999999999999
5.0,8,ct,V250,0.01,5,0.7283333333333333,0.6811428407672575,0.775523825899409,0.015
5.0,8,ct,V250,0.05,5,0.8066666666666669,0.7547241349824885,0.8586091983508453,0.058333333333333334
5.0,8,ct,V250,0.1,5,0.8466666666666667,0.7755038034711766,0.9178295298621567,0.11000000000000001
5.0,8,ct,V400,0.01,5,0.96,0.9294801447658573,0.9905198552341427,0.013333333333333332
5.0,8,ct,V400,0.05,5,0.97,0.9461789567417748,0.9938210432582252,0.056666666666666664
5.0,8,ct,V400,0.1,5,0.9766666666666668,0.956763430099167,0.9965699032341666,0.10833333333333332
5.0,8,ymag,DS200,0.01,5,0.01,0.00134291138597027,0.018657088614029732,0.009999999999999998
5.0,8,ymag,DS200,0.05,5,0.043333333333333335,0.011107162120431523,0.07555950454623514,0.056666666666666664
5.0,8,ymag,DS200,0.1,5,0.08,0.026935910447411504,0.1330640895525885,0.09166666666666666
5.0,8,ymag,DS300,0.01,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.008333333333333333
5.0,8,ymag,DS300,0.05,5,0.019999999999999997,-0.001456410566075643,0.04145641056607564,0.05499999999999999
5.0,8,ymag,DS300,0.1,5,0.04833333333333333,0.009342096177668333,0.08732457048899833,0.08833333333333335
5.0,8,ymag,DS600,0.01,5,0.003333333333333333,-0.0023340615054854644,0.00900072817215213,0.008333333333333333
5.0,8,ymag,DS600,0.05,5,0.021666666666666667,-0.004304599175422523,0.04763793250875586,0.05500000000000001
5.0,8,ymag,DS600,0.1,5,0.04833333333333333,0.010034713238554545,0.08663195342811211,0.08833333333333335
5.0,8,ymag,DS1000,0.01,5,0.005,-0.004254817017325976,0.014254817017325977,0.009999999999999998
5.0,8,ymag,DS1000,0.05,5,0.023333333333333334,-0.017007478786151112,0.06367414545281778,0.05333333333333333
5.0,8,ymag,DS1000,0.1,5,0.045,-0.016039710468285416,0.10603971046828542,0.08
5.0,8,ymag,CDLA,0.01,5,0.003333333333333333,-0.005921483683992643,0.01258815035065931,0.008333333333333333
5.0,8,ymag,CDLA,0.05,5,0.030000000000000006,0.0001900059627490923,0.059809994037250916,0.058333333333333334
5.0,8,ymag,CDLA,0.1,5,0.05499999999999999,0.003993446450630822,0.10600655354936916,0.08833333333333333
5.0,8,ymag,CDLB,0.01,5,0.03,-0.014864390038965003,0.074864390038965,0.011666666666666667
5.0,8,ymag,CDLB,0.05,5,0.075,-0.014310183019644346,0.16431018301964434,0.05833333333333333
5.0,8,ymag,CDLB,0.1,5,0.12666666666666668,-0.0016135771567562518,0.2549469104900896,0.09333333333333334
5.0,8,ymag,CDLD,0.01,5,0.10166666666666668,-0.0606887816618184,0.26402211499515177,0.008333333333333333
5.0,8,ymag,CDLD,0.05,5,0.39499999999999996,-0.06638534854756989,0.8563853485475699,0.058333333333333334
5.0,8,ymag,CDLD,0.1,5,0.5650000000000001,0.06750516130753692,1.062494838692463,0.08833333333333333
5.0,8,ymag,CDLE,0.01,5,0.16666666666666666,-0.13438173390098682,0.4677150672343201,0.008333333333333333
5.0,8,ymag,CDLE,0.05,5,0.4333333333333333,-0.09040264096331291,0.9570693076299794,0.056666666666666664
5.0,8,ymag,CDLE,0.1,5,0.6016666666666667,0.07888213124081256,1.1244512020925208,0.08833333333333333
5.0,8,ymag,S2,0.01,5,0.018333333333333333,-0.009431117718644601,0.04609778438531127,0.008333333333333333
5.0,8,ymag,S2,0.05,5,0.056666666666666664,-0.004722844433066059,0.11805617776639939,0.06
5.0,8,ymag,S2,0.1,5,0.10500000000000001,-0.007065478294148844,0.21706547829414885,0.08833333333333333
5.0,8,ymag,V30,0.01,5,0.013333333333333332,-0.0005488921926556332,0.027215558859322298,0.009999999999999998
5.0,8,ymag,V30,0.05,5,0.06,0.02170137990522121,0.09829862009477879,0.058333333333333334
5.0,8,ymag,V30,0.1,5,0.09333333333333334,0.030223895306009135,0.15644277136065754,0.08333333333333334
5.0,8,ymag,V90,0.01,5,0.011666666666666667,-0.008503739393075556,0.03183707272640889,0.009999999999999998
5.0,8,ymag,V90,0.05,5,0.05333333333333333,0.012204026859996303,0.09446263980667036,0.05833333333333333
5.0,8,ymag,V90,0.1,5,0.10499999999999998,0.046193666283073455,0.16380633371692652,0.09333333333333332
5.0,8,ymag,V150,0.01,5,0.008333333333333335,-0.006299817218084713,0.022966483884751383,0.008333333333333333
5.0,8,ymag,V150,0.05,5,0.04333333333333333,-0.004308753183117034,0.09097541984978369,0.058333333333333334
5.0,8,ymag,V150,0.1,5,0.08333333333333334,0.015877842303804027,0.15078882436286267,0.08833333333333333
5.0,8,ymag,V250,0.01,5,0.013333333333333332,-0.005463288885825337,0.032129955552492,0.008333333333333333
5.0,8,ymag,V250,0.05,5,0.04333333333333333,0.005740088895015996,0.08092657777165066,0.056666666666666664
5.0,8,ymag,V250,0.1,5,0.075,0.02223942536527808,0.1277605746347219,0.08
5.0,8,ymag,V400,0.01,5,0.01,-0.008509634034651952,0.028509634034651954,0.008333333333333333
5.0,8,ymag,V400,0.05,5,0.04166666666666667,-0.011598805353687923,0.09493213868702127,0.056666666666666664
5.0,8,ymag,V400,0.1,5,0.06666666666666667,0.018688674087776788,0.11464465924555654,0.08666666666666667
5.0,32,resid,DS200,0.01,5,1.0,1.0,1.0,0.026666666666666665
5.0,32,resid,DS200,0.05,5,1.0,1.0,1.0,0.08
5.0,32,resid,DS200,0.1,5,1.0,1.0,1.0,0.13999999999999999
5.0,32,resid,DS300,0.01,5,1.0,1.0,1.0,0.02
5.0,32,resid,DS300,0.05,5,1.0,1.0,1.0,0.07999999999999999
5.0,32,resid,DS300,0.1,5,1.0,1.0,1.0,0.12666666666666665
5.0,32,resid,DS600,0.01,5,1.0,1.0,1.0,0.02
5.0,32,resid,DS600,0.05,5,1.0,1.0,1.0,0.08
5.0,32,resid,DS600,0.1,5,1.0,1.0,1.0,0.14666666666666667
5.0,32,resid,DS1000,0.01,5,1.0,1.0,1.0,0.02
5.0,32,resid,DS1000,0.05,5,1.0,1.0,1.0,0.08
5.0,32,resid,DS1000,0.1,5,1.0,1.0,1.0,0.14666666666666667
5.0,32,resid,CDLA,0.01,5,0.0,0.0,0.0,0.026666666666666665
5.0,32,resid,CDLA,0.05,5,0.0,0.0,0.0,0.08666666666666667
5.0,32,resid,CDLA,0.1,5,0.0,0.0,0.0,0.15333333333333332
5.0,32,resid,CDLB,0.01,5,0.9933333333333334,0.9748236992986814,1.0118429673679854,0.026666666666666665
5.0,32,resid,CDLB,0.05,5,0.9933333333333334,0.9748236992986814,1.0118429673679854,0.08
5.0,32,resid,CDLB,0.1,5,1.0,1.0,1.0,0.14666666666666667
5.0,32,resid,CDLD,0.01,5,0.2,-0.3552890210395588,0.7552890210395589,0.026666666666666665
5.0,32,resid,CDLD,0.05,5,0.22000000000000003,-0.32249334396940293,0.762493343969403,0.08
5.0,32,resid,CDLD,0.1,5,0.2666666666666667,-0.26578701381648784,0.7991203471498213,0.13999999999999999
5.0,32,resid,CDLE,0.01,5,0.25333333333333335,-0.27879852561514246,0.7854651922818092,0.026666666666666665
5.0,32,resid,CDLE,0.05,5,0.38,-0.1456540537901574,0.9056540537901574,0.08666666666666667
5.0,32,resid,CDLE,0.1,5,0.45999999999999996,-0.06222104081414592,0.9822210408141459,0.13999999999999999
5.0,32,resid,S2,0.01,5,1.0,1.0,1.0,0.026666666666666665
5.0,32,resid,S2,0.05,5,1.0,1.0,1.0,0.08666666666666667
5.0,32,resid,S2,0.1,5,1.0,1.0,1.0,0.14666666666666667
5.0,32,resid,V30,0.01,5,0.03333333333333334,-0.008055466606792128,0.07472213327345881,0.02
5.0,32,resid,V30,0.05,5,0.06666666666666668,-0.010764687846172988,0.14409802117950635,0.08
5.0,32,resid,V30,0.1,5,0.12,0.0007600238509963136,0.23923997614900366,0.13999999999999999
5.0,32,resid,V90,0.01,5,0.1,-0.05207216137916354,0.25207216137916355,0.02
5.0,32,resid,V90,0.05,5,0.2066666666666667,-0.0388913777322642,0.4522247110655976,0.08
5.0,32,resid,V90,0.1,5,0.3066666666666667,0.07180573997264186,0.5415275933606916,0.12666666666666665
5.0,32,resid,V150,0.01,5,0.42000000000000004,0.1978843915841766,0.6421156084158235,0.026666666666666665
5.0,32,resid,V150,0.05,5,0.6666666666666666,0.4000379743620408,0.9332953589712925,0.08666666666666667
5.0,32,resid,V150,0.1,5,0.8066666666666666,0.5718057399726417,1.0415275933606916,0.13999999999999999
5.0,32,resid,V250,0.01,5,0.9933333333333334,0.9748236992986814,1.0118429673679854,0.02
5.0,32,resid,V250,0.05,5,1.0,1.0,1.0,0.08
5.0,32,resid,V250,0.1,5,1.0,1.0,1.0,0.13999999999999999
5.0,32,resid,V400,0.01,5,1.0,1.0,1.0,0.02
5.0,32,resid,V400,0.05,5,1.0,1.0,1.0,0.07333333333333333
5.0,32,resid,V400,0.1,5,1.0,1.0,1.0,0.12666666666666665
5.0,32,tdisp,DS200,0.01,5,0.13333333333333336,-0.0070229160664097845,0.27368958273307653,0.026666666666666665
5.0,32,tdisp,DS200,0.05,5,0.2666666666666667,0.009855916738585269,0.5234774165947482,0.04666666666666667
5.0,32,tdisp,DS200,0.1,5,0.38666666666666666,0.06526990959346762,0.7080634237398657,0.1
5.0,32,tdisp,DS300,0.01,5,0.6066666666666667,0.44267089129548665,0.7706624420378467,0.02
5.0,32,tdisp,DS300,0.05,5,0.7933333333333333,0.6487684701130421,0.9378981965536246,0.04
