snr_db,window,stat,cond,n_seeds,auc_mean,ci_lo,ci_hi,seed0,seed1,seed2,seed3,seed4
5.0,8,comb,DS200,5,0.9739444444444445,0.9635632766088392,0.9843256122800498,0.9627777777777777,0.973125,0.9761111111111112,0.9717361111111111,0.9859722222222222
5.0,8,comb,DS300,5,0.999986111111111,0.9999475493735388,1.0000246728486832,1.0,0.9999305555555555,1.0,1.0,1.0
5.0,8,comb,DS600,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,comb,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,comb,CDLA,5,0.3118472222222222,0.23137127796976664,0.3923231664746778,0.2609722222222222,0.4123611111111111,0.25375,0.33479166666666665,0.29736111111111113
5.0,8,comb,CDLB,5,0.9326944444444445,0.9025808752101002,0.9628080136787888,0.9272222222222222,0.9475694444444445,0.9525694444444445,0.8927777777777778,0.9433333333333334
5.0,8,comb,CDLD,5,0.5465555555555556,0.1933767259674265,0.8997343851436846,0.32555555555555554,0.9988194444444445,0.3379861111111111,0.4201388888888889,0.6502777777777777
5.0,8,comb,CDLE,5,0.6508333333333333,0.36720994468537205,0.9344567219812945,0.44729166666666664,0.9997916666666666,0.4609027777777778,0.608125,0.7380555555555556
5.0,8,comb,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,comb,V30,5,0.5529305555555556,0.5269805260121877,0.5788805850989235,0.5376388888888889,0.5507638888888889,0.5284027777777778,0.5775,0.5703472222222222
5.0,8,comb,V90,5,0.8637916666666667,0.837628046337557,0.8899552869957764,0.8649305555555555,0.8460416666666667,0.8728472222222222,0.8935416666666667,0.8415972222222222
5.0,8,comb,V150,5,0.9923194444444444,0.9869492465446131,0.9976896423442757,0.9954166666666666,0.985,0.9955555555555555,0.9934027777777777,0.9922222222222222
5.0,8,comb,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,comb,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_a,DS200,5,0.9988888888888887,0.9981623300821647,0.9996154476956127,0.9990972222222222,0.9997916666666666,0.9986111111111111,0.9986805555555556,0.9982638888888888
5.0,8,conf_a,DS300,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_a,DS600,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_a,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_a,CDLA,5,0.2265138888888889,0.19331346450874778,0.25971431326903005,0.2425,0.22555555555555556,0.18965277777777778,0.2598611111111111,0.215
5.0,8,conf_a,CDLB,5,0.9872500000000001,0.9817650757204687,0.9927349242795315,0.9828472222222222,0.99375,0.9883333333333333,0.9834027777777777,0.9879166666666667
5.0,8,conf_a,CDLD,5,0.7017916666666666,0.5320164905689254,0.8715668427644078,0.6957638888888888,0.8586111111111111,0.7840972222222222,0.6752777777777778,0.4952083333333333
5.0,8,conf_a,CDLE,5,0.8893333333333333,0.7900467508505216,0.9886199158161451,0.9190277777777778,0.9720833333333333,0.9369444444444445,0.8465277777777778,0.7720833333333333
5.0,8,conf_a,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_a,V30,5,0.5912777777777778,0.5535257776112916,0.629029777944264,0.6129861111111111,0.576875,0.5751388888888889,0.5588194444444444,0.6325694444444444
5.0,8,conf_a,V90,5,0.9274583333333334,0.9065916938164056,0.9483249728502612,0.9418055555555556,0.9416666666666667,0.9327777777777778,0.9182638888888889,0.9027777777777778
5.0,8,conf_a,V150,5,0.9920972222222222,0.9882317085545852,0.9959627358898592,0.99625,0.9913888888888889,0.988125,0.9939583333333334,0.9907638888888889
5.0,8,conf_a,V250,5,0.9996944444444444,0.999189447608626,1.0001994412802628,1.0,1.0,0.9994444444444445,0.9990972222222222,0.9999305555555555
5.0,8,conf_a,V400,5,0.9999722222222222,0.9998950987470777,1.0000493456973665,1.0,1.0,0.9998611111111111,1.0,1.0
5.0,8,conf_d,DS200,5,0.9998611111111112,0.999595342675781,1.0001268795464413,0.9997916666666666,1.0,1.0,0.9995138888888889,1.0
5.0,8,conf_d,DS300,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_d,DS600,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_d,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_d,CDLA,5,0.23220833333333335,0.1617978475165739,0.3026188191500928,0.271875,0.160625,0.20597222222222222,0.3047916666666667,0.21777777777777776
5.0,8,conf_d,CDLB,5,0.9931805555555556,0.9922254224939282,0.994135688617183,0.994375,0.9932638888888888,0.9925,0.9932638888888888,0.9925
5.0,8,conf_d,CDLD,5,0.8864722222222223,0.7791206560934476,0.993823788350997,0.9054166666666666,0.8116666666666666,0.7849305555555556,0.9901388888888889,0.9402083333333333
5.0,8,conf_d,CDLE,5,0.9692777777777778,0.9379527085650365,1.000602846990519,0.9761805555555556,0.9478472222222222,0.9388194444444444,0.9988194444444445,0.9847222222222223
5.0,8,conf_d,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,conf_d,V30,5,0.6006944444444444,0.5798307090739592,0.6215581798149297,0.5793055555555555,0.6000694444444444,0.5931944444444445,0.6059722222222222,0.6249305555555555
5.0,8,conf_d,V90,5,0.9400555555555556,0.9247562864054765,0.9553548247056348,0.9504861111111111,0.9505555555555556,0.9417361111111111,0.9368055555555556,0.9206944444444445
5.0,8,conf_d,V150,5,0.9954583333333333,0.9932068429549317,0.997709823711735,0.9965277777777778,0.99625,0.9925,0.9970138888888889,0.995
5.0,8,conf_d,V250,5,0.9999027777777776,0.999787092565061,1.0000184629904942,1.0,1.0,0.9998611111111111,0.9997916666666666,0.9998611111111111
5.0,8,conf_d,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,crcfail_a,DS200,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_a,DS300,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_a,DS600,5,0.7433333333333334,0.606619056883906,0.8800476097827608,0.5958333333333333,0.7958333333333333,0.7333333333333333,0.8916666666666667,0.7
5.0,8,crcfail_a,DS1000,5,0.9324999999999999,0.8242616606118895,1.0407383393881102,0.7875,0.9958333333333333,0.9583333333333334,1.0,0.9208333333333333
5.0,8,crcfail_a,CDLA,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_a,CDLB,5,0.5016666666666667,0.49883296924725734,0.5045003640860761,0.5041666666666667,0.5041666666666667,0.5,0.5,0.5
5.0,8,crcfail_a,CDLD,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_a,CDLE,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_a,S2,5,0.9733333333333333,0.9310488451165546,1.015617821550112,0.9166666666666666,1.0,0.975,1.0,0.975
5.0,8,crcfail_a,V30,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_a,V90,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_a,V150,5,0.8433333333333334,0.8203122666709336,0.8663543999957332,0.8666666666666667,0.8208333333333333,0.8541666666666666,0.8291666666666667,0.8458333333333333
5.0,8,crcfail_a,V250,5,0.9883333333333333,0.979832241075105,0.9968344255915615,0.9958333333333333,0.9916666666666667,0.9833333333333333,0.9916666666666667,0.9791666666666666
5.0,8,crcfail_a,V400,5,0.9983333333333334,0.995499635913924,1.0011670307527427,1.0,0.9958333333333333,0.9958333333333333,1.0,1.0
5.0,8,crcfail_d,DS200,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_d,DS300,5,0.5008333333333332,0.49851962907900177,0.5031470375876648,0.5,0.5,0.5,0.5,0.5041666666666667
5.0,8,crcfail_d,DS600,5,0.8841666666666667,0.7996768524487486,0.9686564808845847,0.85,0.7875,0.9666666666666667,0.9041666666666667,0.9125
5.0,8,crcfail_d,DS1000,5,0.9941666666666666,0.9855095780526368,1.0028237552806964,0.9916666666666667,0.9833333333333333,1.0,1.0,0.9958333333333333
5.0,8,crcfail_d,CDLA,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_d,CDLB,5,0.5016666666666667,0.49883296924725734,0.5045003640860761,0.5041666666666667,0.5041666666666667,0.5,0.5,0.5
5.0,8,crcfail_d,CDLD,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_d,CDLE,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_d,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,8,crcfail_d,V30,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_d,V90,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,8,crcfail_d,V150,5,0.8474999999999999,0.8217356798132097,0.8732643201867901,0.875,0.8458333333333333,0.85,0.8166666666666667,0.85
5.0,8,crcfail_d,V250,5,0.9883333333333333,0.979832241075105,0.9968344255915615,0.9958333333333333,0.9916666666666667,0.9833333333333333,0.9916666666666667,0.9791666666666666
5.0,8,crcfail_d,V400,5,0.9983333333333334,0.995499635913924,1.0011670307527427,1.0,0.9958333333333333,0.9958333333333333,1.0,1.0
5.0,8,cf,DS200,5,0.5136111111111111,0.48438211529219644,0.5428401069300258,0.5115972222222223,0.4995833333333333,0.530625,0.5425,0.48375
5.0,8,cf,DS300,5,0.5317916666666667,0.517001166565678,0.5465821667676554,0.5497916666666667,0.5358333333333334,0.5310416666666666,0.5211111111111111,0.5211805555555555
5.0,8,cf,DS600,5,0.5805277777777778,0.5463670185525527,0.6146885370030029,0.6035416666666666,0.5607638888888888,0.5618055555555556,0.5596527777777778,0.616875
5.0,8,cf,DS1000,5,0.595125,0.5740799162634909,0.6161700837365092,0.5988194444444445,0.6211805555555555,0.5770833333333333,0.5948611111111111,0.5836805555555555
5.0,8,cf,CDLA,5,0.7222777777777778,0.6943024796235038,0.7502530759320518,0.6935416666666666,0.7111111111111111,0.7165277777777778,0.7466666666666667,0.7435416666666667
5.0,8,cf,CDLB,5,0.4972083333333333,0.4374273350494335,0.5569893316172332,0.47465277777777776,0.4529166666666667,0.46131944444444445,0.5594444444444444,0.5377083333333333
5.0,8,cf,CDLD,5,0.999986111111111,0.9999475493735388,1.0000246728486832,0.9999305555555555,1.0,1.0,1.0,1.0
5.0,8,cf,CDLE,5,0.9999583333333334,0.9998426481206169,1.00007401854605,0.9997916666666666,1.0,1.0,1.0,1.0
5.0,8,cf,S2,5,0.6729583333333334,0.6368738075025897,0.7090428591640772,0.6704166666666667,0.6670138888888889,0.6463194444444444,0.7222222222222222,0.6588194444444444
5.0,8,cf,V30,5,0.5333333333333333,0.4840792982812921,0.5825873683853745,0.5268055555555555,0.5647222222222222,0.469375,0.5672222222222222,0.5385416666666667
5.0,8,cf,V90,5,0.5001944444444444,0.45663455368276784,0.5437543352061209,0.5103472222222222,0.48777777777777775,0.4452777777777778,0.5315277777777778,0.5260416666666666
5.0,8,cf,V150,5,0.48681944444444447,0.43725743211097307,0.5363814567779159,0.5148611111111111,0.521875,0.4265277777777778,0.504375,0.4664583333333333
5.0,8,cf,V250,5,0.46475,0.42809293560696554,0.5014070643930344,0.4907638888888889,0.4203472222222222,0.45472222222222225,0.491875,0.4660416666666667
5.0,8,cf,V400,5,0.46026388888888886,0.4198339988475551,0.5006937789302226,0.49368055555555557,0.43451388888888887,0.43555555555555553,0.4395833333333333,0.49798611111111113
5.0,8,ct,DS200,5,0.5065694444444444,0.4808286108526371,0.5323102780362516,0.4907638888888889,0.5122916666666667,0.479375,0.52625,0.5241666666666667
5.0,8,ct,DS300,5,0.5081527777777779,0.46017061674947857,0.5561349388060772,0.4866666666666667,0.5677083333333334,0.4651388888888889,0.5034722222222222,0.5177777777777778
5.0,8,ct,DS600,5,0.5084583333333333,0.4545234534684712,0.5623932131981956,0.44548611111111114,0.5552083333333333,0.49618055555555557,0.5022222222222222,0.5431944444444444
5.0,8,ct,DS1000,5,0.5245416666666667,0.4615455888481391,0.5875377444851942,0.5113194444444444,0.540625,0.4652777777777778,0.5039583333333333,0.6015277777777778
5.0,8,ct,CDLA,5,0.5198611111111111,0.46498872734018176,0.5747334948820404,0.5465277777777777,0.5064583333333333,0.4872916666666667,0.47625,0.5827777777777777
5.0,8,ct,CDLB,5,0.5158472222222222,0.4669677518084593,0.5647266926359852,0.490625,0.5370138888888889,0.4588888888888889,0.5442361111111111,0.5484722222222222
5.0,8,ct,CDLD,5,0.506263888888889,0.4905618258751929,0.521965951902585,0.5036111111111111,0.5218055555555555,0.4875,0.5059027777777778,0.5125
5.0,8,ct,CDLE,5,0.5053194444444444,0.4568182436804519,0.553820645208437,0.46652777777777776,0.4745138888888889,0.5104861111111111,0.5097222222222222,0.5653472222222222
5.0,8,ct,S2,5,0.5028888888888889,0.4595144071716479,0.54626337060613,0.5059027777777778,0.5422916666666666,0.4600694444444444,0.47583333333333333,0.5303472222222222
5.0,8,ct,V30,5,0.47804166666666664,0.40074306940485793,0.5553402639284754,0.47888888888888886,0.5592361111111112,0.3863888888888889,0.4676388888888889,0.49805555555555553
5.0,8,ct,V90,5,0.5734444444444444,0.5070654618239047,0.6398234270649842,0.535625,0.5893055555555555,0.5678472222222222,0.5188888888888888,0.6555555555555556
5.0,8,ct,V150,5,0.75325,0.6990327455073911,0.8074672544926088,0.7363888888888889,0.8051388888888888,0.735,0.6991666666666667,0.7905555555555556
5.0,8,ct,V250,5,0.9397777777777779,0.9312962991402124,0.9482592564153435,0.9440277777777778,0.9477083333333334,0.9317361111111111,0.9336805555555555,0.9417361111111111
5.0,8,ct,V400,5,0.9917777777777779,0.9832627907670987,1.0002927647884572,0.9996527777777777,0.9966666666666667,0.9860416666666667,0.9835416666666666,0.9929861111111111
5.0,8,ymag,DS200,5,0.46755555555555545,0.4434522022494164,0.4916589088616945,0.46402777777777776,0.4959722222222222,0.4552083333333333,0.47638888888888886,0.4461805555555556
5.0,8,ymag,DS300,5,0.4461666666666667,0.4210929809656823,0.4712403523676511,0.4697222222222222,0.43451388888888887,0.42659722222222224,0.43375,0.46625
5.0,8,ymag,DS600,5,0.4332916666666667,0.400635224854801,0.46594810847853235,0.4486805555555556,0.42770833333333336,0.3960416666666667,0.46618055555555554,0.4278472222222222
5.0,8,ymag,DS1000,5,0.4019444444444444,0.3473250066583528,0.45656388223053596,0.4207638888888889,0.3426388888888889,0.3729166666666667,0.45416666666666666,0.4192361111111111
5.0,8,ymag,CDLA,5,0.4870555555555556,0.451740624493452,0.5223704866176592,0.44958333333333333,0.4953472222222222,0.4659027777777778,0.5171527777777778,0.5072916666666667
5.0,8,ymag,CDLB,5,0.5398888888888889,0.47503223044472676,0.604745547333051,0.5421527777777778,0.5175,0.480625,0.6228472222222222,0.5363194444444445
5.0,8,ymag,CDLD,5,0.9089166666666667,0.8414455645835763,0.9763877687497571,0.9028472222222222,0.8333333333333334,0.8884722222222222,0.9746527777777778,0.9452777777777778
5.0,8,ymag,CDLE,5,0.9255694444444444,0.866087748618993,0.9850511402698959,0.9260416666666667,0.8592361111111111,0.9036805555555556,0.9844444444444445,0.9544444444444444
5.0,8,ymag,S2,5,0.529375,0.47031004811548094,0.5884399518845191,0.5576388888888889,0.4572222222222222,0.5365277777777778,0.5818055555555556,0.5136805555555556
5.0,8,ymag,V30,5,0.5360833333333332,0.48169482190091323,0.5904718447657533,0.5122222222222222,0.5829166666666666,0.4811111111111111,0.5783333333333334,0.5258333333333334
5.0,8,ymag,V90,5,0.4955833333333334,0.4543029257207808,0.536863740945886,0.5122916666666667,0.5397916666666667,0.4507638888888889,0.4925,0.48256944444444444
5.0,8,ymag,V150,5,0.504875,0.45941827556158493,0.5503317244384149,0.5115277777777778,0.5586805555555555,0.4660416666666667,0.5125,0.475625
5.0,8,ymag,V250,5,0.4651805555555556,0.4413805429024382,0.48898056820867297,0.4951388888888889,0.44340277777777776,0.4686111111111111,0.46243055555555557,0.45631944444444444
5.0,8,ymag,V400,5,0.4719722222222223,0.4526734690843854,0.4912709753600592,0.4832638888888889,0.47423611111111114,0.44493055555555555,0.47631944444444446,0.4811111111111111
5.0,32,resid,DS200,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,resid,DS300,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,resid,DS600,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,resid,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,resid,CDLA,5,0.04644444444444444,-0.02911074403275636,0.12199963292164524,0.0,0.14555555555555555,0.008888888888888889,0.06444444444444444,0.013333333333333334
5.0,32,resid,CDLB,5,0.9995555555555555,0.9983215799532454,1.0007895311578656,1.0,1.0,1.0,0.9977777777777778,1.0
5.0,32,resid,CDLD,5,0.5346666666666666,0.012951216404929133,1.056382116928404,0.3022222222222222,1.0,0.03666666666666667,0.39111111111111113,0.9433333333333334
5.0,32,resid,CDLE,5,0.7328888888888889,0.3584853074406023,1.1072924703371756,0.5733333333333334,1.0,0.2922222222222222,0.8066666666666666,0.9922222222222222
5.0,32,resid,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,resid,V30,5,0.5068888888888889,0.41454970220836274,0.5992280755694152,0.5366666666666666,0.44666666666666666,0.43444444444444447,0.6177777777777778,0.4988888888888889
5.0,32,resid,V90,5,0.7122222222222223,0.6739142848617431,0.7505301595827015,0.6866666666666666,0.6866666666666666,0.7122222222222222,0.7622222222222222,0.7133333333333334
5.0,32,resid,V150,5,0.9411111111111111,0.905547236348128,0.9766749858740943,0.97,0.9111111111111111,0.9144444444444444,0.94,0.97
5.0,32,resid,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,resid,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,tdisp,DS200,5,0.7762222222222221,0.709537570995404,0.8429068734490403,0.8244444444444444,0.7877777777777778,0.6944444444444444,0.7544444444444445,0.82
5.0,32,tdisp,DS300,5,0.9662222222222223,0.9559627706636322,0.9764816737808124,0.9688888888888889,0.9611111111111111,0.9733333333333334,0.9733333333333334,0.9544444444444444
5.0,32,tdisp,DS600,5,0.9902222222222223,0.9829611381689819,0.9974833062754628,0.9866666666666667,0.9911111111111112,0.9911111111111112,0.9988888888888889,0.9833333333333333
5.0,32,tdisp,DS1000,5,0.9948888888888889,0.9878136769485438,1.0019641008292341,0.9877777777777778,0.99,1.0,1.0,0.9966666666666667
5.0,32,tdisp,CDLA,5,0.4844444444444444,0.4606483839337933,0.5082405049550954,0.49666666666666665,0.5,0.47888888888888886,0.4533333333333333,0.49333333333333335
5.0,32,tdisp,CDLB,5,0.7957777777777777,0.7665700679271081,0.8249854876284473,0.7844444444444445,0.7844444444444445,0.8222222222222222,0.7688888888888888,0.8188888888888889
5.0,32,tdisp,CDLD,5,0.5966666666666667,0.3984584352736177,0.7948748980597157,0.37333333333333335,0.7888888888888889,0.6566666666666666,0.5077777777777778,0.6566666666666666
5.0,32,tdisp,CDLE,5,0.618,0.43765793802721087,0.7983420619727891,0.4255555555555556,0.83,0.5811111111111111,0.6055555555555555,0.6477777777777778
5.0,32,tdisp,S2,5,0.9915555555555555,0.9817708993217524,1.0013402117893586,0.9788888888888889,0.9977777777777778,0.9966666666666667,0.9955555555555555,0.9888888888888889
5.0,32,tdisp,V30,5,0.6562222222222223,0.5850369622136765,0.727407482230768,0.5666666666666667,0.6922222222222222,0.65,0.6544444444444445,0.7177777777777777
5.0,32,tdisp,V90,5,0.9964444444444445,0.992493794900668,1.000395093988221,0.9988888888888889,0.9922222222222222,0.9944444444444445,1.0,0.9966666666666667
5.0,32,tdisp,V150,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,tdisp,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,tdisp,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,DS200,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,DS300,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,DS600,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,CDLA,5,0.17155555555555554,0.06762195054429357,0.2754891605668175,0.09777777777777778,0.2966666666666667,0.1,0.21,0.15333333333333332
5.0,32,comb,CDLB,5,0.9960000000000001,0.9856482022809115,1.0063517977190886,1.0,1.0,0.9988888888888889,0.9811111111111112,1.0
5.0,32,comb,CDLD,5,0.5015555555555555,0.046372204155894436,0.9567389069552166,0.19333333333333333,1.0,0.18555555555555556,0.3566666666666667,0.7722222222222223
5.0,32,comb,CDLE,5,0.6826666666666668,0.3471824219854865,1.018150911347847,0.4077777777777778,1.0,0.4166666666666667,0.6944444444444444,0.8944444444444445
5.0,32,comb,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,V30,5,0.5968888888888888,0.5165654652386117,0.6772123125391659,0.5688888888888889,0.5522222222222222,0.5311111111111111,0.6611111111111111,0.6711111111111111
5.0,32,comb,V90,5,0.985111111111111,0.9656100015829998,1.0046122206392223,0.9911111111111112,0.9577777777777777,0.9966666666666667,0.9933333333333333,0.9866666666666667
5.0,32,comb,V150,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,comb,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,DS200,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,DS300,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,DS600,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,CDLA,5,0.06222222222222222,0.029837708587418056,0.09460673585702639,0.07888888888888888,0.04,0.03888888888888889,0.09888888888888889,0.05444444444444444
5.0,32,conf_a,CDLB,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,CDLD,5,0.8146666666666667,0.5924645254291088,1.0368688079042245,0.8744444444444445,0.9888888888888889,0.8944444444444445,0.7966666666666666,0.5188888888888888
5.0,32,conf_a,CDLE,5,0.9842222222222222,0.9470695139628892,1.0213749304815551,1.0,1.0,0.9988888888888889,0.9911111111111112,0.9311111111111111
5.0,32,conf_a,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,V30,5,0.6606666666666667,0.5986939351712379,0.7226393981620955,0.6911111111111111,0.6333333333333333,0.6144444444444445,0.6311111111111111,0.7333333333333333
5.0,32,conf_a,V90,5,0.9946666666666667,0.9843701772563578,1.0049631560769756,0.9966666666666667,0.98,0.9977777777777778,0.9988888888888889,1.0
5.0,32,conf_a,V150,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_a,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,DS200,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,DS300,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,DS600,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,CDLA,5,0.07200000000000001,-0.008807738156630718,0.15280773815663073,0.13111111111111112,0.006666666666666667,0.03333333333333333,0.15222222222222223,0.03666666666666667
5.0,32,conf_d,CDLB,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,CDLD,5,0.9768888888888888,0.936120979307749,1.0176567984700287,0.9977777777777778,0.96,0.9266666666666666,1.0,1.0
5.0,32,conf_d,CDLE,5,0.9997777777777778,0.9991607899766227,1.0003947655789327,1.0,1.0,0.9988888888888889,1.0,1.0
5.0,32,conf_d,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,V30,5,0.6955555555555556,0.6693608081992548,0.7217503029118564,0.6722222222222223,0.6844444444444444,0.6966666666666667,0.6955555555555556,0.7288888888888889
5.0,32,conf_d,V90,5,0.9995555555555555,0.9987999029103797,1.0003112082007313,1.0,0.9988888888888889,0.9988888888888889,1.0,1.0
5.0,32,conf_d,V150,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,conf_d,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,crcfail_a,DS200,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_a,DS300,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_a,DS600,5,0.9400000000000001,0.833871820894823,1.046128179105177,0.8,1.0,0.9833333333333333,1.0,0.9166666666666666
5.0,32,crcfail_a,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,crcfail_a,CDLA,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_a,CDLB,5,0.5066666666666666,0.495331876989029,0.5180014563443043,0.5166666666666667,0.5166666666666667,0.5,0.5,0.5
5.0,32,crcfail_a,CDLD,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_a,CDLE,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_a,S2,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,crcfail_a,V30,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_a,V90,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_a,V150,5,0.9933333333333334,0.9819985436556957,1.004668123010971,1.0,0.9833333333333333,1.0,0.9833333333333333,1.0
5.0,32,crcfail_a,V250,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,crcfail_a,V400,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,crcfail_d,DS200,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,32,crcfail_d,DS300,5,0.5033333333333333,0.4940785163160073,0.5125881503506593,0.5,0.5,0.5,0.5,0.5166666666666667
5.0,32,crcfail_d,DS600,5,0.9966666666666667,0.9874118496493407,1.0059214836839927,1.0,0.9833333333333333,1.0,1.0,1.0
5.0,32,crcfail_d,DS1000,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,32,crcfail_d,CDLA,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
