snr_db,window,stat,cond,n_seeds,auc_mean,ci_lo,ci_hi,seed0,seed1,seed2,seed3,seed4
5.0,1,crcfail_a,DS600,5,0.546875,0.5076389057545748,0.5861110942454252,0.5135416666666667,0.5557291666666667,0.5390625,0.5963541666666666,0.5296875
5.0,1,crcfail_a,DS1000,5,0.659375,0.5332743040339272,0.7854756959660729,0.5489583333333333,0.7307291666666667,0.628125,0.7958333333333333,0.5932291666666667
5.0,1,crcfail_a,CDLA,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,1,crcfail_a,CDLB,5,0.5002083333333334,0.4998541211559072,0.5005625455107595,0.5005208333333333,0.5005208333333333,0.5,0.5,0.5
5.0,1,crcfail_a,CDLD,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,1,crcfail_a,CDLE,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,1,crcfail_a,S2,5,0.7411458333333333,0.5543295490884129,0.9279621175782536,0.6010416666666667,0.8161458333333333,0.6776041666666667,0.9682291666666667,0.6427083333333333
5.0,1,crcfail_a,V30,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,1,crcfail_a,V90,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,1,crcfail_a,V150,5,0.5683333333333334,0.5644155907922018,0.5722510758744649,0.5692708333333333,0.5635416666666667,0.5697916666666667,0.571875,0.5671875
5.0,1,crcfail_a,V250,5,0.6855208333333334,0.6782271581929062,0.6928145084737605,0.6885416666666667,0.6911458333333333,0.6895833333333333,0.6791666666666667,0.6791666666666667
5.0,1,crcfail_a,V400,5,0.7848958333333333,0.773620233562494,0.7961714331041727,0.7901041666666667,0.7734375,0.7786458333333334,0.7859375,0.7963541666666667
5.0,1,crcfail_d,DS200,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5.0,1,crcfail_d,DS300,5,0.5001041666666667,0.49981495363487527,0.5003933796984581,0.5,0.5,0.5,0.5,0.5005208333333333
5.0,1,crcfail_d,DS600,5,0.5945833333333334,0.541892957304551,0.6472737093621157,0.571875,0.5515625,0.6640625,0.59375,0.5916666666666667
