config,init,step,n_seeds,coded_ber_mean,info_ber_mean,grad_coded_mean,grad_info_mean
16QAM-K1824,warm,550,5,0.002151864068582654,0.15368695557117462,0.10031605511903763,0.12807250618934632
16QAM-K1824,warm,575,5,0.0021450109779834747,0.15378289818763732,0.09326866269111633,0.1188702017068863
16QAM-K1824,warm,600,5,0.002097039483487606,0.15391995906829833,0.08699066191911697,0.11256865113973617
16QAM-K1824,warm,625,5,0.0020696272607892753,0.15401590168476104,0.08136893212795257,0.10260537117719651
16QAM-K1824,warm,650,5,0.0020148026291280986,0.15404331386089326,0.07631000429391861,0.09669744521379471
16QAM-K1824,warm,675,5,0.001966831157915294,0.15408443212509154,0.0717365026473999,0.08979773968458175
16QAM-K1824,warm,700,5,0.0019599780673161147,0.15411184430122377,0.06758506149053574,0.08329334259033203
16QAM-K1824,warm,725,5,0.0019394188420847058,0.15418037474155427,0.06380346268415452,0.0777233213186264
16QAM-K1824,warm,750,5,0.0019325657747685909,0.15422149300575255,0.06034731566905975,0.07437178194522857
16QAM-K1824,warm,775,5,0.0018983004614710809,0.15423519909381866,0.057178639620542523,0.06881645768880844
16QAM-K1824,warm,800,5,0.001870888192206621,0.15427631735801697,0.054264315962791444,0.06578328758478165
16QAM-K1824,warm,825,5,0.0018708881689235568,0.15430372953414917,0.051576229929924014,0.06213669553399086
16QAM-K1824,warm,850,5,0.0018708881689235568,0.15437225997447968,0.04909045919775963,0.06046558097004891
16QAM-K1824,warm,875,5,0.0018777412362396718,0.1543859660625458,0.04678626805543899,0.0562204621732235
16QAM-K1824,warm,900,5,0.0018640351016074419,0.15441337823867798,0.04464593306183815,0.053316515684127805
16QAM-K1824,warm,925,5,0.0018571819877251984,0.15444079041481018,0.042653734982013705,0.05018257349729538
16QAM-K1824,warm,950,5,0.0018503289669752122,0.15446820259094238,0.040795798599720004,0.048511186987161635
16QAM-K1824,warm,975,5,0.0018434759229421615,0.15450932085514069,0.03905979841947556,0.045862287282943726
16QAM-K1824,warm,1000,5,0.0018434758996590972,0.154550439119339,0.037435298413038255,0.043639986962080005
16QAM-K1824,warm,1025,5,0.0018503289902582765,0.1545778512954712,0.035912524163722995,0.0415214903652668
16QAM-K1824,warm,1050,5,0.0018434759229421615,0.1546052634716034,0.034482581168413164,0.040146222710609435
16QAM-K1824,warm,1075,5,0.0018366228323429823,0.1546189695596695,0.03313819244503975,0.03841717466711998
16QAM-K1824,warm,1100,5,0.0018229166744276881,0.1546463817358017,0.031872397661209105,0.03752092942595482
16QAM-K1824,warm,1125,5,0.0018297697650268673,0.1547012060880661,0.03067873641848564,0.03555317297577858
16QAM-K1824,warm,1150,5,0.0018297697650268673,0.1547423243522644,0.029551402479410172,0.03456728011369705
16QAM-K1824,warm,1175,5,0.0018297697883099318,0.1547423243522644,0.02848534882068634,0.0326235868036747
16QAM-K1824,warm,1200,5,0.0018297697883099318,0.15475603342056274,0.027476684004068375,0.03188551440834999
16QAM-K1824,warm,1225,5,0.0018297697883099318,0.15482456386089324,0.026520583778619766,0.0305157907307148
16QAM-K1824,warm,1250,5,0.0018092105630785227,0.15482456386089324,0.02561371736228466,0.02925765551626682
16QAM-K1824,warm,1275,5,0.0018092105630785227,0.15485197603702544,0.024752198532223702,0.028617040440440177
16QAM-K1824,warm,1300,5,0.0018160636071115732,0.15487938821315766,0.023933503404259683,0.028928536921739578
16QAM-K1824,warm,1325,5,0.0018092105397954582,0.15492050647735595,0.023154544457793236,0.02653794437646866
16QAM-K1824,warm,1350,5,0.0018023574957624078,0.15494791865348817,0.022412790358066557,0.025984418392181397
16QAM-K1824,warm,1375,5,0.0017955044284462928,0.15496162474155425,0.021705635264515875,0.024804574996232988
16QAM-K1824,warm,1400,5,0.0018023574724793435,0.15498903691768645,0.021031175553798676,0.024728208407759668
16QAM-K1824,warm,1425,5,0.0017955044051632286,0.15501644909381868,0.02038733325898647,0.023010202497243882
16QAM-K1824,warm,1450,5,0.0017886513145640493,0.15503015518188476,0.01977175697684288,0.02255050465464592
16QAM-K1824,warm,1475,5,0.0017886513378471136,0.15503015518188476,0.019182967022061348,0.02205406576395035
16QAM-K1824,warm,1500,5,0.0017886513378471136,0.15504386126995087,0.0186195470392704,0.021132593601942064
16QAM-K1824,zero,1,5,0.25087719559669497,0.5018229186534882,12.006464385986328,0.0
16QAM-K1824,zero,25,5,0.25087719559669497,0.5018229186534882,5.829461002349854,0.0
16QAM-K1824,zero,50,5,0.25087719559669497,0.5018229186534882,2.946012020111084,0.0
16QAM-K1824,zero,75,5,0.2388843208551407,0.5018229186534882,2.2461952686309816,0.0
16QAM-K1824,zero,100,5,0.1366776317358017,0.5018229186534882,1.9607656002044678,0.0
16QAM-K1824,zero,125,5,0.06174616292119026,0.5018229186534882,1.5405956268310548,0.0
16QAM-K1824,zero,150,5,0.03135279677808285,0.5018229186534882,1.1429507970809936,0.0
16QAM-K1824,zero,175,5,0.01833881586790085,0.5018229186534882,0.8619156599044799,0.0
16QAM-K1824,zero,200,5,0.012081962637603283,0.5018229186534882,0.6734818816184998,0.0
16QAM-K1824,zero,225,5,0.008573190867900848,0.5018229186534882,0.54387868642807,0.0
16QAM-K1824,zero,250,5,0.006620065774768591,0.5018229186534882,0.45107349157333376,0.0
16QAM-K1824,zero,275,5,0.005516721587628126,0.5018229186534882,0.3820942580699921,0.0
16QAM-K1824,zero,300,5,0.004701206181198359,0.5018229186534882,0.3291995346546173,0.0
16QAM-K1824,zero,325,5,0.00422834437340498,0.5018229186534882,0.2875647723674774,0.0
16QAM-K1824,zero,350,5,0.003817160055041313,0.5018229186534882,0.2540651738643646,0.0
16QAM-K1824,zero,375,5,0.0034402412828058006,0.5018229186534882,0.226607608795166,0.0
16QAM-K1824,zero,400,5,0.0032894736621528866,0.5018229186534882,0.20374841392040252,0.0
16QAM-K1824,zero,425,5,0.003056469326838851,0.5018229186534882,0.18446662724018098,0.0
16QAM-K1824,zero,450,5,0.0028851425740867853,0.5018229186534882,0.16801679134368896,0.0
16QAM-K1824,zero,475,5,0.0027823465410619975,0.5018229186534882,0.15384149849414824,0.0
16QAM-K1824,zero,500,5,0.002617872832342982,0.5018229186534882,0.14151841402053833,0.0
16QAM-K1824,zero,525,5,0.002528782933950424,0.5018229186534882,0.13072289228439332,0.0
16QAM-K1824,zero,550,5,0.002473958395421505,0.5018229186534882,0.12120159715414047,0.0
16QAM-K1824,zero,575,5,0.0023917215410619976,0.5018229186534882,0.11275220811367034,0.0
16QAM-K1824,zero,600,5,0.0023026316426694392,0.5018229186534882,0.10521162450313568,0.0
16QAM-K1824,zero,625,5,0.0022066886071115733,0.5018229186534882,0.09844804853200913,0.0
16QAM-K1824,zero,650,5,0.002165570156648755,0.5018229186534882,0.0923526331782341,0.0
16QAM-K1824,zero,675,5,0.002158717135898769,0.5018229186534882,0.08683703392744065,0.0
16QAM-K1824,zero,700,5,0.0020970394602045418,0.5018229186534882,0.08182626664638519,0.0
16QAM-K1824,zero,725,5,0.002076480258256197,0.5018229186534882,0.0772577941417694,0.0
16QAM-K1824,zero,750,5,0.002055921056307852,0.5018229186534882,0.07307937145233154,0.0
16QAM-K1824,zero,775,5,0.0020353619009256365,0.5018229186534882,0.06924638450145722,0.0
16QAM-K1824,zero,800,5,0.0020285087404772638,0.5018229186534882,0.06572059839963913,0.0
16QAM-K1824,zero,825,5,0.0020079495618119834,0.5018229186534882,0.062467653304338455,0.0
16QAM-K1824,zero,850,5,0.002001096517778933,0.5018229186534882,0.05946057289838791,0.0
16QAM-K1824,zero,875,5,0.002001096517778933,0.5018229186534882,0.05667265132069588,0.0
16QAM-K1824,zero,900,5,0.001994243427179754,0.5018229186534882,0.054083021730184554,0.0
16QAM-K1824,zero,925,5,0.001994243427179754,0.5018229186534882,0.05167272016406059,0.0
16QAM-K1824,zero,950,5,0.0019873903365805745,0.5018229186534882,0.04942463412880897,0.0
16QAM-K1824,zero,975,5,0.00198053726926446,0.5018229186534882,0.047324201464653014,0.0
16QAM-K1824,zero,1000,5,0.001973684225231409,0.5018229186534882,0.045358818024396896,0.0
16QAM-K1824,zero,1025,5,0.0019736841786652803,0.5018229186534882,0.04351529031991959,0.0
16QAM-K1824,zero,1050,5,0.001980537245981395,0.5018229186534882,0.04178511649370194,0.0
16QAM-K1824,zero,1075,5,0.0019736841786652803,0.5018229186534882,0.040157095342874524,0.0
16QAM-K1824,zero,1100,5,0.00196683113463223,0.5018229186534882,0.03862495869398117,0.0
16QAM-K1824,zero,1125,5,0.0019736842019483446,0.5018229186534882,0.03717909455299377,0.0
16QAM-K1824,zero,1150,5,0.00196683113463223,0.5018229186534882,0.03581461906433105,0.0
16QAM-K1824,zero,1175,5,0.00196683113463223,0.5018229186534882,0.034524005651473996,0.0
16QAM-K1824,zero,1200,5,0.0019668311811983584,0.5018229186534882,0.0333019495010376,0.0
16QAM-K1824,zero,1225,5,0.00193941886536777,0.5018229186534882,0.03214386701583862,0.0
16QAM-K1824,zero,1250,5,0.00193941886536777,0.5018229186534882,0.031046121194958688,0.0
16QAM-K1824,zero,1275,5,0.001953125,0.5018229186534882,0.030002592876553536,0.0
16QAM-K1824,zero,1300,5,0.001953125,0.5018229186534882,0.02901037409901619,0.0
16QAM-K1824,zero,1325,5,0.0019462719559669495,0.5018229186534882,0.028066278621554374,0.0
16QAM-K1824,zero,1350,5,0.0019462719559669495,0.5018229186534882,0.027167006954550744,0.0
16QAM-K1824,zero,1375,5,0.00193941886536777,0.5018229186534882,0.026310781389474867,0.0
16QAM-K1824,zero,1400,5,0.00193941886536777,0.5018229186534882,0.025492928549647333,0.0
16QAM-K1824,zero,1425,5,0.0019325658213347197,0.5018229186534882,0.02471201680600643,0.0
16QAM-K1824,zero,1450,5,0.0019394188886508346,0.5018229186534882,0.023965809121727945,0.0
16QAM-K1824,zero,1475,5,0.0019394188886508346,0.5018229186534882,0.023252224549651146,0.0
16QAM-K1824,zero,1500,5,0.001946271932683885,0.5018229186534882,0.02256934829056263,0.0
16QAM-K576,rand,1,5,0.4889974057674408,0.4944444537162781,9.920856857299805,7.826275634765625
16QAM-K576,rand,25,5,0.2745225727558136,0.3258246541023254,6.014755153656006,4.951056003570557
16QAM-K576,rand,50,5,0.19225260317325593,0.2624131977558136,3.2514817237854006,2.9762721061706543
16QAM-K576,rand,75,5,0.1596354216337204,0.2424913227558136,2.085363531112671,1.937244176864624
16QAM-K576,rand,100,5,0.12675781548023224,0.2211805611848831,1.566325807571411,1.558807373046875
16QAM-K576,rand,125,5,0.0964626744389534,0.20625,1.2563137054443358,1.7669209957122802
16QAM-K576,rand,150,5,0.070703125,0.19986979365348817,1.0320955753326415,2.229826068878174
16QAM-K576,rand,175,5,0.04915364682674408,0.19830729067325592,0.85319744348526,2.1283788681030273
16QAM-K576,rand,200,5,0.03248697966337204,0.19900174140930177,0.7032963275909424,1.572901177406311
16QAM-K576,rand,225,5,0.02180989608168602,0.19978298544883727,0.5785317420959473,1.0917450428009032
16QAM-K576,rand,250,5,0.01469184011220932,0.200390625,0.4798987805843353,0.8346048951148987
16QAM-K576,rand,275,5,0.01015625037252903,0.2012152761220932,0.402230304479599,0.6600649952888489
16QAM-K576,rand,300,5,0.0078125,0.20160590410232543,0.34168739914894103,0.5183655023574829
16QAM-K576,rand,325,5,0.005598958395421505,0.20182291865348817,0.2944789528846741,0.4279832482337952
16QAM-K576,rand,350,5,0.004513888852670789,0.2022135466337204,0.2567935764789581,0.3643100500106812
16QAM-K576,rand,375,5,0.003906250093132257,0.20247395932674409,0.22657308876514434,0.3087559759616852
16QAM-K576,rand,400,5,0.0034288194961845874,0.20264757573604583,0.20195792317390443,0.2635767161846161
16QAM-K576,rand,425,5,0.0031901041511446238,0.20286458730697632,0.18161877989768982,0.2324328362941742
16QAM-K576,rand,450,5,0.002973090298473835,0.2029947966337204,0.16454912424087526,0.2093876212835312
16QAM-K576,rand,475,5,0.002734375,0.2030815988779068,0.1500271290540695,0.1868477076292038
16QAM-K576,rand,500,5,0.0025173611473292114,0.203125,0.13750596940517426,0.16994461715221404
16QAM-K576,rand,525,5,0.002408854151144624,0.2032986104488373,0.12662505209445954,0.15695448219776154
16QAM-K576,rand,550,5,0.0023654513992369176,0.2034722238779068,0.11709731221199035,0.1423698276281357
16QAM-K576,rand,575,5,0.0022569444496184587,0.203515625,0.10869816988706589,0.13344040066003798
16QAM-K576,rand,600,5,0.0022135416511446238,0.2035590261220932,0.10124575793743133,0.12215877175331116
16QAM-K576,rand,625,5,0.0021050347248092295,0.20360243320465088,0.0945917695760727,0.11295316517353057
16QAM-K576,rand,650,5,0.0020182291977107526,0.20364583730697633,0.08861618936061859,0.10250904858112335
16QAM-K576,rand,675,5,0.0019531250465661286,0.20364583730697633,0.08321972787380219,0.09768995195627213
16QAM-K576,rand,700,5,0.0019314236473292113,0.20368923842906952,0.0783243253827095,0.08921909183263779
16QAM-K576,rand,725,5,0.0018880208488553762,0.20368923842906952,0.07386930286884308,0.08383407890796661
16QAM-K576,rand,750,5,0.0018446180736646056,0.20373264253139495,0.06980297714471817,0.0784203752875328
16QAM-K576,rand,775,5,0.001801215298473835,0.20373264253139495,0.06608007699251175,0.0737253800034523
16QAM-K576,rand,800,5,0.001801215298473835,0.20377604365348817,0.06266169175505638,0.06973239183425903
16QAM-K576,rand,825,5,0.0017361111240461469,0.20381944477558137,0.059514361619949344,0.06602714061737061
16QAM-K576,rand,850,5,0.0017361111240461469,0.2038628488779068,0.056608989089727405,0.0666402667760849
16QAM-K576,rand,875,5,0.0017361111240461469,0.20390625,0.053920477628707886,0.060258683562278745
16QAM-K576,rand,900,5,0.0017144097480922937,0.2039496511220932,0.05142703130841255,0.057405281066894534
16QAM-K576,rand,925,5,0.0017361111473292111,0.20399305522441863,0.049109600484371185,0.05550074279308319
16QAM-K576,rand,950,5,0.0017361111473292111,0.20407986342906953,0.0469512365758419,0.05246002674102783
16QAM-K576,rand,975,5,0.0017361111473292111,0.20407986044883727,0.04493704885244369,0.049620989710092545
16QAM-K576,rand,1000,5,0.0017361111473292111,0.20416666567325592,0.04305387511849403,0.04787622913718224
16QAM-K576,rand,1025,5,0.0017144097480922937,0.20421006679534912,0.04129004031419754,0.045385471731424334
16QAM-K576,rand,1050,5,0.0017144097480922937,0.20416666567325592,0.03963511660695076,0.04311337992548943
16QAM-K576,rand,1075,5,0.0017144097248092294,0.20412326455116273,0.038079824298620224,0.04113602116703987
16QAM-K576,rand,1100,5,0.001692708325572312,0.20412326455116273,0.03661584928631782,0.03936113566160202
16QAM-K576,rand,1125,5,0.001692708325572312,0.20412326455116273,0.03523572310805321,0.03774380460381508
16QAM-K576,rand,1150,5,0.0016710069263353943,0.20412326455116273,0.03393280878663063,0.03679549098014832
16QAM-K576,rand,1175,5,0.0016493055503815413,0.20416666567325592,0.032701147347688676,0.03530657589435578
16QAM-K576,rand,1200,5,0.0016493055503815413,0.20421006977558137,0.031535550579428674,0.03386027291417122
16QAM-K576,rand,1225,5,0.0016493055503815413,0.20421006977558137,0.030431345477700232,0.032871735841035844
16QAM-K576,rand,1250,5,0.0016493055503815413,0.2042534738779068,0.029384295269846917,0.03164127357304096
16QAM-K576,rand,1275,5,0.0016493055503815413,0.204296875,0.028390486910939216,0.03094024881720543
16QAM-K576,rand,1300,5,0.0016493055503815413,0.204296875,0.027446258068084716,0.02919367253780365
16QAM-K576,rand,1325,5,0.0016493055503815413,0.204296875,0.02654825188219547,0.028154725208878517
16QAM-K576,rand,1350,5,0.0016493055503815413,0.204296875,0.02569339983165264,0.027377115935087203
16QAM-K576,rand,1375,5,0.0016493055503815413,0.2043402761220932,0.02487889602780342,0.027179573848843574
16QAM-K576,rand,1400,5,0.0016493055503815413,0.20438368022441863,0.024102137237787247,0.026053282245993615
16QAM-K576,rand,1425,5,0.0016493055503815413,0.20438368022441863,0.02336076684296131,0.024916674196720123
16QAM-K576,rand,1450,5,0.0016493055503815413,0.2043402761220932,0.022652582079172135,0.027723613753914834
16QAM-K576,rand,1475,5,0.0016493055503815413,0.20447048544883728,0.02197554223239422,0.023835593089461326
16QAM-K576,rand,1500,5,0.0016493055503815413,0.20447048544883728,0.02132783867418766,0.022622762620449065
16QAM-K576,warm,1,5,0.3024522662162781,0.30082464814186094,9.113467788696289,7.331386756896973
16QAM-K576,warm,25,5,0.14546441435813903,0.18984375298023223,5.332966995239258,4.369288635253906
16QAM-K576,warm,50,5,0.119140625,0.190234375,2.9128711223602295,2.5518149375915526
16QAM-K576,warm,75,5,0.09066840261220932,0.17491320073604583,1.7794301748275756,1.6918690204620361
16QAM-K576,warm,100,5,0.08125000298023224,0.16553819477558135,1.2574182271957397,1.4840925455093383
16QAM-K576,warm,125,5,0.06397569477558136,0.15742187798023224,0.9980353832244873,2.0016255140304566
16QAM-K576,warm,150,5,0.04511718675494194,0.1542534738779068,0.832061231136322,2.2721160411834718
16QAM-K576,warm,175,5,0.03007812462747097,0.15390625298023225,0.695640766620636,1.8426836490631104
16QAM-K576,warm,200,5,0.01888020820915699,0.15520833432674408,0.5713008642196655,1.3218335390090943
16QAM-K576,warm,225,5,0.012478298880159855,0.15603298544883729,0.4663891911506653,0.9693567514419555
16QAM-K576,warm,250,5,0.008919271267950534,0.15729166865348815,0.38581849336624147,0.7255703926086425
16QAM-K576,warm,275,5,0.006618923600763082,0.15772569477558135,0.3250882148742676,0.5573800802230835
16QAM-K576,warm,300,5,0.005099826399236918,0.1580295145511627,0.27844859957695006,0.44562005400657656
16QAM-K576,warm,325,5,0.0042534722480922936,0.1585503488779068,0.24200564622879028,0.372659295797348
16QAM-K576,warm,350,5,0.0036024305038154123,0.15889757573604585,0.2130133867263794,0.31488850712776184
16QAM-K576,warm,375,5,0.0031684028450399636,0.15920139253139495,0.18942855894565583,0.27986525297164916
16QAM-K576,warm,400,5,0.002777777868323028,0.15933160185813905,0.16989563703536986,0.2385292649269104
16QAM-K576,warm,425,5,0.002560763922519982,0.1594618082046509,0.15350126326084138,0.21233577728271485
16QAM-K576,warm,450,5,0.0023003472248092293,0.15963541567325593,0.13956865668296814,0.1907975882291794
16QAM-K576,warm,475,5,0.0021484375232830645,0.15998264253139496,0.12759025990962983,0.1716442346572876
16QAM-K576,warm,500,5,0.0021484375,0.16015625596046448,0.11720795333385467,0.1558256685733795
16QAM-K576,warm,525,5,0.0020399305736646055,0.16011285185813903,0.10814762562513351,0.1389418363571167
16QAM-K576,warm,550,5,0.001996527821756899,0.1600694477558136,0.1001812070608139,0.12841901183128357
16QAM-K576,warm,575,5,0.0019531250232830643,0.16019965708255768,0.09313060641288758,0.1190246194601059
16QAM-K576,warm,600,5,0.001974826422519982,0.16019965708255768,0.08685398697853089,0.10920333117246628
16QAM-K576,warm,625,5,0.0019097222480922937,0.16032986342906952,0.08123460561037063,0.10465240329504014
16QAM-K576,warm,650,5,0.0019097222480922937,0.16037326455116271,0.07617878168821335,0.09848456382751465
16QAM-K576,warm,675,5,0.0018663194496184587,0.1604600727558136,0.07161176949739456,0.09001645743846894
