cond,snr_db,receiver,mode,slot,rolling_bler,ci_lo,ci_hi,n_seeds
S2,3.0,AINR,trig,300,0.40800000000000003,-0.2633258246858552,1.0793258246858553,5
S2,3.0,AINR,trig,310,0.40800000000000003,-0.2630961309628126,1.0790961309628126,5
S2,3.0,AINR,trig,320,0.40800000000000003,-0.2630961309628126,1.0790961309628126,5
S2,3.0,AINR,trig,330,0.42400000000000004,-0.2288838854319254,1.0768838854319256,5
S2,3.0,AINR,trig,340,0.43200000000000005,-0.21213526440588815,1.0761352644058881,5
S2,3.0,AINR,trig,350,0.44000000000000006,-0.1960423073317039,1.076042307331704,5
S2,3.0,AINR,trig,360,0.44000000000000006,-0.1960423073317039,1.076042307331704,5
S2,3.0,AINR,trig,370,0.44000000000000006,-0.19531470864853773,1.0753147086485377,5
S2,3.0,AINR,trig,380,0.43200000000000005,-0.21285291078036128,1.0768529107803615,5
S2,3.0,AINR,trig,390,0.42800000000000005,-0.22042922897970174,1.076429228979702,5
S2,3.0,AINR,trig,400,0.42000000000000004,-0.23749596761932623,1.0774959676193263,5
S2,3.0,AINR,trig,410,0.41600000000000004,-0.24602934816764976,1.0780293481676497,5
S2,3.0,AINR,trig,420,0.41600000000000004,-0.24602934816764976,1.0780293481676497,5
S2,3.0,AINR,trig,430,0.41200000000000003,-0.254716915153952,1.0787169151539522,5
S2,3.0,AINR,trig,440,0.42000000000000004,-0.23843323960992613,1.078433239609926,5
S2,3.0,AINR,trig,450,0.42000000000000004,-0.23843323960992613,1.078433239609926,5
S2,3.0,AINR,trig,460,0.42000000000000004,-0.23843323960992613,1.078433239609926,5
S2,3.0,AINR,trig,470,0.42400000000000004,-0.2291199841940028,1.077119984194003,5
S2,3.0,AINR,trig,480,0.42000000000000004,-0.23749596761932623,1.0774959676193263,5
S2,3.0,AINR,trig,490,0.40800000000000003,-0.2630961309628126,1.0790961309628126,5
S2,3.0,AINR,trig,500,0.41600000000000004,-0.24649494309697006,1.0784949430969701,5
S2,3.0,AINR,trig,510,0.42000000000000004,-0.23773041083149038,1.0777304108314905,5
S2,3.0,AINR,trig,520,0.41600000000000004,-0.24626218654862841,1.0782621865486286,5
S2,3.0,AINR,trig,530,0.41600000000000004,-0.24626218654862841,1.0782621865486286,5
S2,3.0,AINR,trig,540,0.42400000000000004,-0.22959192585844312,1.0775919258584432,5
S2,3.0,AINR,trig,550,0.41600000000000004,-0.24649494309697006,1.0784949430969701,5
S2,3.0,AINR,trig,560,0.41200000000000003,-0.254716915153952,1.0787169151539522,5
S2,3.0,AINR,trig,570,0.40800000000000003,-0.2630961309628126,1.0790961309628126,5
