qam,receiver,snr_db,n_seeds,bler_mean,ci_lo,ci_hi,pooled_errors,pooled_blocks,cp_lo,cp_hi
16,DiscNRX,5.8,5,0.0,0.0,0.0,0,6400,0.0,0.0005762213353895955
16,DiscNRX,5.9,5,0.0,0.0,0.0,0,6400,0.0,0.0005762213353895955
16,DiscNRX,6.0,5,0.0,0.0,0.0,0,6400,0.0,0.0005762213353895955
16,LS-LIN,-1.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,-0.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.1,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.2,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.3,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.4,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.6,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.7,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.8,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,0.9,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.1,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.2,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.3,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.4,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.6,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.7,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.8,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,1.9,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,2.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,2.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,3.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,3.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LIN,4.0,1,0.99453125,nan,nan,1273,1280,0.988764932973834,0.9977985366359646
16,LS-LIN,4.1,1,0.98984375,nan,nan,1267,1280,0.9826951211725546,0.994581454830925
16,LS-LIN,4.2,1,0.95859375,nan,nan,1227,1280,0.946186999591703,0.9688327443721615
16,LS-LIN,4.3,1,0.91328125,nan,nan,1169,1280,0.8965078354045193,0.9281259497602341
16,LS-LIN,4.4,1,0.80234375,nan,nan,1027,1280,0.7794531432798462,0.8238364716635116
16,LS-LIN,4.5,1,0.709375,nan,nan,908,1280,0.6836493090671508,0.7341353523921639
16,LS-LIN,4.6,1,0.53046875,nan,nan,679,1280,0.5026942558676767,0.5581030197992507
16,LS-LIN,4.7,1,0.3671875,nan,nan,470,1280,0.3407201777689704,0.3942664513629612
16,LS-LIN,4.8,1,0.2390625,nan,nan,306,1280,0.2159273197965481,0.2634023060998568
16,LS-LIN,4.9,1,0.12421875,nan,nan,159,1280,0.10663799372795724,0.14354508796961835
16,LS-LIN,5.0,1,0.0640625,nan,nan,82,1280,0.05127162107069003,0.07889736308596
16,LS-LIN,5.1,1,0.02734375,nan,nan,35,1280,0.01911820132530096,0.037824765053684956
16,LS-LIN,5.2,1,0.01640625,nan,nan,21,1280,0.010183670464162986,0.02496984239980414
16,LS-LIN,5.3,1,0.00546875,nan,nan,7,1280,0.002201463364035384,0.011235067026165928
16,LS-LIN,5.4,1,0.00078125,nan,nan,1,1280,1.977934187396457e-05,0.004345081045509589
16,LS-LIN,5.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LIN,5.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LIN,5.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LIN,5.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LIN,5.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LIN,6.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,-1.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LMMSE,-0.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,LS-LMMSE,0.0,1,0.99921875,nan,nan,1279,1280,0.9956549189544904,0.9999802206581261
16,LS-LMMSE,0.1,1,0.99609375,nan,nan,1275,1280,0.9909078404375566,0.9987304719066507
16,LS-LMMSE,0.2,1,0.98125,nan,nan,1256,1280,0.9722292790757663,0.9879505012619674
16,LS-LMMSE,0.3,1,0.95859375,nan,nan,1227,1280,0.946186999591703,0.9688327443721615
16,LS-LMMSE,0.4,1,0.8875,nan,nan,1136,1280,0.8689021114801898,0.904295730953933
16,LS-LMMSE,0.5,1,0.8296875,nan,nan,1062,1280,0.8079528320500302,0.8498958055233379
16,LS-LMMSE,0.6,1,0.7046875,nan,nan,902,1280,0.6788560854710802,0.7295752763965901
16,LS-LMMSE,0.7,1,0.534375,nan,nan,684,1280,0.5066053947411753,0.5619864019748536
16,LS-LMMSE,0.8,1,0.4234375,nan,nan,542,1280,0.39618092137990796,0.45104650197965784
16,LS-LMMSE,0.9,1,0.27421875,nan,nan,351,1280,0.2499299853014646,0.2995488660084349
16,LS-LMMSE,1.0,1,0.17734375,nan,nan,227,1280,0.15678809922065517,0.1993926426582449
16,LS-LMMSE,1.1,1,0.10234375,nan,nan,131,1280,0.08627643522395355,0.12026267553688456
16,LS-LMMSE,1.2,1,0.03984375,nan,nan,51,1280,0.02980757665494892,0.05205681041241421
16,LS-LMMSE,1.3,1,0.015625,nan,nan,20,1280,0.009569594967586588,0.024028820336565275
16,LS-LMMSE,1.4,1,0.01171875,nan,nan,15,1280,0.0065733201146577006,0.019254741493315953
16,LS-LMMSE,1.5,1,0.00546875,nan,nan,7,1280,0.002201463364035384,0.011235067026165928
16,LS-LMMSE,1.6,1,0.0015625,nan,nan,2,1280,0.0001892820436669699,0.0056327795890735955
16,LS-LMMSE,1.7,1,0.0015625,nan,nan,2,1280,0.0001892820436669699,0.0056327795890735955
16,LS-LMMSE,1.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,1.9,1,0.00078125,nan,nan,1,1280,1.977934187396457e-05,0.004345081045509589
16,LS-LMMSE,2.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,2.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,3.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,3.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.1,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.2,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.3,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,4.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.1,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.2,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.3,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,5.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,LS-LMMSE,6.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,-1.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,PCSI,-0.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
16,PCSI,0.0,1,0.9234375,nan,nan,1182,1280,0.9074864852668568,0.9374087731027266
16,PCSI,0.1,1,0.8,nan,nan,1024,1280,0.777018210547115,0.8215948799535178
16,PCSI,0.2,1,0.6953125,nan,nan,890,1280,0.6692790737391499,0.7204456678078853
16,PCSI,0.3,1,0.49921875,nan,nan,639,1280,0.47146539427750705,0.5269757010960874
16,PCSI,0.4,1,0.31640625,nan,nan,405,1280,0.2909836489633801,0.3426749213636551
16,PCSI,0.5,1,0.184375,nan,nan,236,1280,0.16348415295588675,0.20672602966868356
16,PCSI,0.6,1,0.09609375,nan,nan,123,1280,0.0804995386358691,0.11357024445493458
16,PCSI,0.7,1,0.04453125,nan,nan,57,1280,0.03389911865960768,0.057313187245311814
16,PCSI,0.8,1,0.0140625,nan,nan,18,1280,0.0083550538280058,0.022134056982795008
16,PCSI,0.9,1,0.0015625,nan,nan,2,1280,0.0001892820436669699,0.0056327795890735955
16,PCSI,1.0,1,0.00078125,nan,nan,1,1280,1.977934187396457e-05,0.004345081045509589
16,PCSI,1.1,1,0.00078125,nan,nan,1,1280,1.977934187396457e-05,0.004345081045509589
16,PCSI,1.2,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,1.3,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,1.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,1.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,1.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,1.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,1.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,1.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,2.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,2.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,3.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,3.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.1,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.2,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.3,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,4.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.1,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.2,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.3,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,5.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
16,PCSI,6.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,3.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,AINR,3.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,AINR,4.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,AINR,4.1,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,AINR,4.2,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,AINR,4.3,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,AINR,4.4,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,AINR,4.5,1,0.9984375,nan,nan,1278,1280,0.9943672204109264,0.999810717956333
64,AINR,4.6,1,0.99296875,nan,nan,1271,1280,0.9866946297469605,0.9967799720993484
64,AINR,4.7,1,0.9625,nan,nan,1232,1280,0.9505857392098367,0.9722234529730864
64,AINR,4.8,1,0.9296875,nan,nan,1190,1280,0.9142787377011735,0.9430846355059234
64,AINR,4.9,1,0.853125,nan,nan,1092,1280,0.8325331364299475,0.8720795653245212
64,AINR,5.0,1,0.7125,nan,nan,912,1280,0.6868465685691916,0.7371736218124947
64,AINR,5.1,1,0.59296875,nan,nan,759,1280,0.5654762917076512,0.6200332202421953
64,AINR,5.2,1,0.390625,nan,nan,500,1280,0.3637836889874336,0.4179698913276694
64,AINR,5.3,1,0.2515625,nan,nan,322,1280,0.2279937279859522,0.27627777527438796
64,AINR,5.4,1,0.153125,nan,nan,196,1280,0.13382078148388268,0.1740368431484127
64,AINR,5.5,1,0.06796875,nan,nan,87,1280,0.05479497901197791,0.08316622077951409
64,AINR,5.6,1,0.03359375,nan,nan,43,1280,0.02441650925970822,0.044985707977272936
64,AINR,5.7,1,0.021875,nan,nan,28,1280,0.014583821065917843,0.03146118883424572
64,AINR,5.8,1,0.00703125,nan,nan,9,1280,0.0032200279006515168,0.013305370253039413
64,AINR,5.9,1,0.00390625,nan,nan,5,1280,0.001269528093349383,0.00909215956244332
64,AINR,6.0,1,0.00234375,nan,nan,3,1280,0.0004835986410209446,0.006834016569967442
64,AINR,6.1,1,0.003125,nan,nan,4,1280,0.0008520934543811361,0.007981751239449223
64,AINR,6.2,1,0.003125,nan,nan,4,1280,0.0008520934543811361,0.007981751239449223
64,AINR,6.3,1,0.00078125,nan,nan,1,1280,1.977934187396457e-05,0.004345081045509589
64,AINR,6.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,6.5,1,0.0015625,nan,nan,2,1280,0.0001892820436669699,0.0056327795890735955
64,AINR,7.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,7.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,7.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,7.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,7.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,7.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.1,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.2,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.3,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.6,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.7,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.8,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,8.9,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,9.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,9.1,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,9.2,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,9.3,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,9.4,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,9.5,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,AINR,10.0,1,0.0,nan,nan,0,1280,0.0,0.002877788279356856
64,DiscNRX,3.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,DiscNRX,3.5,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,DiscNRX,4.0,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,DiscNRX,4.1,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,DiscNRX,4.2,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
64,DiscNRX,4.3,1,1.0,nan,nan,1280,1280,0.9971222117206432,1.0
