snr_db,severity,bler_AINR,bler_AINR_lo,bler_AINR_hi,bler_DiscNRX,bler_DiscNRX_lo,bler_DiscNRX_hi,bler_LSLIN,bler_LSLIN_lo,bler_LSLIN_hi,bler_LSLMMSE,bler_LSLMMSE_lo,bler_LSLMMSE_hi,bler_PCSI,bler_PCSI_lo,bler_PCSI_hi,z_resid,z_resid_lo,z_resid_hi,auc_resid,auc_resid_lo,auc_resid_hi,z_tdisp,z_tdisp_lo,z_tdisp_hi,auc_tdisp,auc_tdisp_lo,auc_tdisp_hi,z_conf_a,z_conf_a_lo,z_conf_a_hi,auc_conf_a,auc_conf_a_lo,auc_conf_a_hi,z_conf_d,z_conf_d_lo,z_conf_d_hi,auc_conf_d,auc_conf_d_lo,auc_conf_d_hi,z_comb,z_comb_lo,z_comb_hi,auc_comb,auc_comb_lo,auc_comb_hi,n_seeds
10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250376,-0.314919,-0.185833,0.5,0.5,0.5,-0.193341,-0.3456,-0.0410814,0.5,0.5,0.5,-0.192879,-0.256689,-0.12907,0.5,0.5,0.5,-0.192652,-0.253247,-0.132057,0.5,0.5,0.5,0.270683,0.158776,0.38259,0.5,0.5,0.5,5
10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50152,1.16926,1.83377,0.863389,0.844091,0.882687,0.161293,0.071814,0.250772,0.604337,0.591045,0.617628,2.77916,2.07156,3.48675,0.92393,0.913689,0.934171,3.58078,2.69648,4.46509,0.935439,0.922055,0.948823,1.67199,1.41694,1.92704,0.818855,0.793036,0.844673,5
10,300,0,0,0,0,0,0,0,0,0,0.00375,0.00259315,0.00490685,0,0,0,4.09707,3.46243,4.7317,0.972617,0.965257,0.979977,0.446964,0.333343,0.560586,0.673022,0.660836,0.685208,11.6393,8.19342,15.0851,0.993702,0.992189,0.995216,16.0147,12.313,19.7164,0.99512,0.99347,0.996771,4.11911,3.49299,4.74523,0.961145,0.950333,0.971958,5
10,600,0.0025,0,0.00561492,0.00645833,0,0.0139667,0,0,0,0.7575,0.747096,0.767904,0,0,0,12.5207,10.7566,14.2847,0.999183,0.998753,0.999612,0.407867,0.34024,0.475493,0.667185,0.639312,0.695059,70.6439,47.0255,94.2623,0.999969,0.999942,0.999996,99.5678,88.1274,111.008,0.999992,0.99998,1,12.5207,10.7566,14.2847,0.998978,0.998417,0.999538,5
10,1000,0.00666667,0,0.0167103,0.0216667,0.00425614,0.0390772,0,0,0,0.920417,0.91496,0.925874,0,0,0,15.3225,12.9907,17.6542,0.999968,0.999917,1,0.464335,0.371064,0.557605,0.670056,0.636989,0.703123,101.145,66.6136,135.675,1,1,1,135.875,119.254,152.497,1,1,1,15.3225,12.9907,17.6542,0.999969,0.999918,1,5
