snr_db,cond,severity,bler_AINR,bler_AINR_lo,bler_AINR_hi,bler_DiscNRX,bler_DiscNRX_lo,bler_DiscNRX_hi,bler_LS-LIN,bler_LS-LIN_lo,bler_LS-LIN_hi,bler_LS-LMMSE,bler_LS-LMMSE_lo,bler_LS-LMMSE_hi,bler_PCSI,bler_PCSI_lo,bler_PCSI_hi,z_resid,z_resid_lo,z_resid_hi,auc_resid,auc_resid_lo,auc_resid_hi,z_tdisp,z_tdisp_lo,z_tdisp_hi,auc_tdisp,auc_tdisp_lo,auc_tdisp_hi,z_conf_a,z_conf_a_lo,z_conf_a_hi,auc_conf_a,auc_conf_a_lo,auc_conf_a_hi,z_conf_d,z_conf_d_lo,z_conf_d_hi,auc_conf_d,auc_conf_d_lo,auc_conf_d_hi,z_comb,z_comb_lo,z_comb_hi,auc_comb,auc_comb_lo,auc_comb_hi,n_seeds
5.0,S1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.06124999999999999,0.05495338660411094,0.06754661339588905,0.0,0.0,0.0,0.0,0.0,0.0,-0.22511094087889422,-0.36228020897884905,-0.08794167277893941,0.5,0.5,0.5,-0.18400240667017284,-0.3581597208795516,-0.00984509246079407,0.5,0.5,0.5,-0.07373284349276418,-0.27440723046457244,0.12694154347904407,0.5,0.5,0.5,-0.06723931123568139,-0.23321947106156557,0.0987408485902028,0.5,0.5,0.5,0.3389955624467237,0.20296303114294584,0.47502809375050153,0.5,0.5,0.5,5
5.0,DS200,200,0.0,0.0,0.0,0.0,0.0,0.0,0.09562499999999999,0.09033943897290266,0.10091056102709732,0.00041666666666666664,-0.00029175768818568305,0.0011250910215190163,0.0,0.0,0.0,1.3117816896354604,0.9564404314405748,1.667122947830346,0.8307273220486111,0.8122837760655809,0.8491708680316413,-0.020540015559172075,-0.21556646791831172,0.1744864367999676,0.5482272135416666,0.5369575478300916,0.5594968792532415,2.0455337347776363,1.9373489533244022,2.1537185162308705,0.8819402126736111,0.8717578542112693,0.892122571135953,2.506965621702108,2.4099843459625694,2.603946897441647,0.9062211371527779,0.8933879683099839,0.9190543059955718,1.5406804671671739,1.231113686259088,1.8502472480752599,0.7707796223958334,0.7539248921905458,0.787634352601121,5
5.0,DS300,300,0.0,0.0,0.0,0.00020833333333333332,-0.0003700927302495402,0.0007867593969162069,0.161875,0.15261114948416682,0.17113885051583316,0.13958333333333334,0.12969072558932299,0.1494759410773437,0.0,0.0,0.0,4.025649943513821,3.2711664217529837,4.780133465274659,0.9664082031250001,0.9568692669403113,0.9759471393096889,0.31718727372511923,0.20007310380875093,0.43430144364148754,0.625510959201389,0.6123906983792191,0.6386312200235589,6.767971018715828,6.172286997084706,7.36365504034695,0.9898626302083333,0.9874258710738969,0.9922993893427697,8.272304829691162,7.744672351718665,8.799937307663658,0.9924009331597222,0.9903739641036219,0.9944279022158226,4.047738789171835,3.3090152821528873,4.786462296190783,0.949251953125,0.9395743031908115,0.9589296030591885,5
5.0,DS600,600,0.09375000000000001,0.01527781150914953,0.1722221884908505,0.18916666666666665,0.08378591460910201,0.2945474187242313,0.35041666666666665,0.3331945223655104,0.3676388109678229,0.8995833333333332,0.8889727224526034,0.910193944214063,0.0,0.0,0.0,12.363378764587093,10.30010736011436,14.426650169059826,0.9992556423611111,0.9987743225317434,0.9997369621904788,0.45812169770354016,0.2572398226971081,0.6590035727099722,0.6532730034722222,0.6329430606052227,0.6736029463392217,27.40624905826479,24.292113574258384,30.5203845422712,0.9999594184027778,0.9999151562317983,1.0000036805737573,32.427550024726074,29.775172165663083,35.07992788378907,0.9999837239583333,0.9999657994085516,1.0000016485081151,12.363378764587093,10.30010736011436,14.426650169059826,0.9989685329861112,0.998352262574024,0.9995848033981984,5
5.0,DS1000,1000,0.31875,0.06654860806785406,0.5709513919321458,0.5314583333333334,0.35104780973256916,0.7118688569340976,0.47229166666666667,0.46529056045648925,0.4792927728768441,0.996875,0.9950458561810728,0.9987041438189271,0.0,0.0,0.0,15.281648743430154,12.616030303460283,17.947267183400022,0.999978732638889,0.9999512763024104,1.0000061889753675,0.5348239070423905,0.36776729119462015,0.7018805228901608,0.669628689236111,0.6481462751148079,0.691111103357414,35.325239924963554,30.688203224365516,39.96227662556159,1.0,1.0,1.0,41.99738195143872,38.981297400103934,45.013466502773504,1.0,1.0,1.0,15.281648743430154,12.616030303460283,17.947267183400022,0.9999765625,0.9999474379305787,1.0000056870694214,5
10.0,S1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2503759488347249,-0.31491883608462057,-0.18583306158482926,0.5,0.5,0.5,-0.19334063170224652,-0.3455998707257953,-0.04108139267869776,0.5,0.5,0.5,-0.19287939751316532,-0.256689265521295,-0.12906952950503564,0.5,0.5,0.5,-0.19265209502879316,-0.25324695928822594,-0.13205723076936035,0.5,0.5,0.5,0.27068263404309595,0.15877556335795745,0.38258970472823445,0.5,0.5,0.5,5
10.0,DS200,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5015189903844124,1.1692637810292568,1.833774199739568,0.863388671875,0.8440906782580017,0.8826866654919984,0.16129279459313156,0.07181395948747174,0.2507716296987914,0.6043368055555556,0.5910452424553377,0.6176283686557734,2.7791580393190713,2.071564600834188,3.4867514778039546,0.9239300130208333,0.9136890485143265,0.9341709775273401,3.580784935835902,2.696479259094634,4.46509061257717,0.9354388020833333,0.9220549788079175,0.9488226253587491,1.6719879910367552,1.4169395223920827,1.9270364596814278,0.8188548177083333,0.7930362376035174,0.8446733978131493,5
10.0,DS300,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.0025931478728342533,0.004906852127165746,0.0,0.0,0.0,4.097066296124678,3.4624325331568073,4.7317000590925495,0.9726174045138889,0.9652573467462588,0.9799774622815189,0.4469643037239792,0.3333429632617887,0.5605856441861697,0.6730218098958333,0.6608355810829333,0.6852080387087333,11.639254329638367,8.193416518278653,15.085092140998082,0.9937023654513888,0.9921889862121702,0.9952157446906074,16.01474560454876,12.31304770931286,19.716443499784663,0.9951203342013889,0.9934698134881521,0.9967708549146257,4.119106239382068,3.492986727107982,4.745225751656155,0.9611453993055555,0.9503332795816916,0.9719575190294195,5
10.0,DS600,600,0.0024999999999999996,-0.0006149196811358363,0.005614919681135836,0.006458333333333334,-0.0010500736754061627,0.01396674034207283,0.0,0.0,0.0,0.7575,0.7470963676526491,0.7679036323473508,0.0,0.0,0.0,12.52068895564462,10.756634489305357,14.284743421983881,0.9991825086805555,0.998753102287303,0.999611915073808,0.40786658108713575,0.3402400956611735,0.475493066513098,0.667185329861111,0.6393116543300915,0.6950590053921305,70.64390857540641,47.025546534424876,94.26227061638795,0.9999694010416667,0.999942482167692,0.9999963199156413,99.56776573972397,88.1274092573044,111.00812222214354,0.9999917534722222,0.9999804570924244,1.00000304985202,12.52068895564462,10.756634489305357,14.284743421983881,0.9989776475694445,0.9984172071105072,0.9995380880283818,5
10.0,DS1000,1000,0.006666666666666666,-0.0033769819918708036,0.016710315325204138,0.021666666666666667,0.004256138237151021,0.039077195096182314,0.0,0.0,0.0,0.9204166666666665,0.9149598060965359,0.9258735272367972,0.0,0.0,0.0,15.32247421574433,12.99074464839872,17.65420378308994,0.9999680989583334,0.9999172790881656,1.0000189188285011,0.46433475887965764,0.37106445890579304,0.5576050588535222,0.6700557725694444,0.6369889101684164,0.7031226349704723,101.14453684744929,66.61363514772144,135.67543854717712,1.0,1.0,1.0,135.875157536075,119.25356322667805,152.49675184547195,1.0,1.0,1.0,15.32247421574433,12.99074464839872,17.65420378308994,0.9999685329861112,0.9999175668816743,1.000019499090548,5
