config,init,seed,step,coded_ber,info_ber,grad_coded,grad_info
16QAM-K1824,zero,0,1475,0.0017817982006818056,0.5092516541481018,0.023267041891813278,0.0
16QAM-K1824,zero,0,1500,0.0017817982006818056,0.5092516541481018,0.02258431352674961,0.0
16QAM-K1824,zero,1,1,0.24931469559669495,0.49698466062545776,11.981807708740234,0.0
16QAM-K1824,zero,1,25,0.24931469559669495,0.49698466062545776,5.8204569816589355,0.0
16QAM-K1824,zero,1,50,0.24931469559669495,0.49698466062545776,2.9453511238098145,0.0
16QAM-K1824,zero,1,75,0.23680783808231354,0.49698466062545776,2.2462639808654785,0.0
16QAM-K1824,zero,1,100,0.13459430634975433,0.49698466062545776,1.9571161270141602,0.0
16QAM-K1824,zero,1,125,0.060341283679008484,0.49698466062545776,1.5330013036727905,0.0
16QAM-K1824,zero,1,150,0.03207236900925636,0.49698466062545776,1.1354292631149292,0.0
16QAM-K1824,zero,1,175,0.019085800275206566,0.49698466062545776,0.8572205901145935,0.0
16QAM-K1824,zero,1,200,0.012472587637603283,0.49698466062545776,0.6708924174308777,0.0
16QAM-K1824,zero,1,225,0.009320175275206566,0.49698466062545776,0.5422974824905396,0.0
16QAM-K1824,zero,1,250,0.006955866236239672,0.49698466062545776,0.45005691051483154,0.0
16QAM-K1824,zero,1,275,0.005790844559669495,0.49698466062545776,0.38134700059890747,0.0
16QAM-K1824,zero,1,300,0.004899945110082626,0.49698466062545776,0.328550785779953,0.0
16QAM-K1824,zero,1,325,0.0044544958509504795,0.49698466062545776,0.28697171807289124,0.0
16QAM-K1824,zero,1,350,0.004043311346322298,0.49698466062545776,0.2535257637500763,0.0
16QAM-K1824,zero,1,375,0.003769188653677702,0.49698466062545776,0.22612184286117554,0.0
16QAM-K1824,zero,1,400,0.0034608005080372095,0.49698466062545776,0.2033073902130127,0.0
16QAM-K1824,zero,1,425,0.003220943035557866,0.49698466062545776,0.18405508995056152,0.0
16QAM-K1824,zero,1,450,0.003083881689235568,0.49698466062545776,0.1676267683506012,0.0
16QAM-K1824,zero,1,475,0.003083881689235568,0.49698466062545776,0.1534758061170578,0.0
16QAM-K1824,zero,1,500,0.0029468201100826263,0.49698466062545776,0.14118331670761108,0.0
16QAM-K1824,zero,1,525,0.0028097587637603283,0.49698466062545776,0.13041998445987701,0.0
16QAM-K1824,zero,1,550,0.0026726974174380302,0.49698466062545776,0.12092666327953339,0.0
16QAM-K1824,zero,1,575,0.0026041667442768812,0.49698466062545776,0.11249996721744537,0.0
16QAM-K1824,zero,1,600,0.002535636071115732,0.49698466062545776,0.10497903823852539,0.0
16QAM-K1824,zero,1,625,0.002501370618119836,0.49698466062545776,0.09823421388864517,0.0
16QAM-K1824,zero,1,650,0.0023985744919627905,0.49698466062545776,0.09215693175792694,0.0
16QAM-K1824,zero,1,675,0.002432839944958687,0.49698466062545776,0.08665790408849716,0.0
16QAM-K1824,zero,1,700,0.0023300438188016415,0.49698466062545776,0.08166174590587616,0.0
16QAM-K1824,zero,1,725,0.0023300438188016415,0.49698466062545776,0.07710631936788559,0.0
16QAM-K1824,zero,1,750,0.0023300438188016415,0.49698466062545776,0.07293984293937683,0.0
16QAM-K1824,zero,1,775,0.0022957785986363888,0.49698466062545776,0.06911779195070267,0.0
16QAM-K1824,zero,1,800,0.0022615131456404924,0.49698466062545776,0.06560193002223969,0.0
16QAM-K1824,zero,1,825,0.0021929824724793434,0.49698466062545776,0.062357861548662186,0.0
16QAM-K1824,zero,1,850,0.0022272479254752398,0.49698466062545776,0.0593586228787899,0.0
16QAM-K1824,zero,1,875,0.0021929824724793434,0.49698466062545776,0.056577712297439575,0.0
16QAM-K1824,zero,1,900,0.002158717019483447,0.49698466062545776,0.05399417132139206,0.0
16QAM-K1824,zero,1,925,0.002158717019483447,0.49698466062545776,0.05158903822302818,0.0
16QAM-K1824,zero,1,950,0.002158717019483447,0.49698466062545776,0.04934525489807129,0.0
16QAM-K1824,zero,1,975,0.002158717019483447,0.49698466062545776,0.04724840447306633,0.0
16QAM-K1824,zero,1,1000,0.0021244517993181944,0.49698466062545776,0.04528599977493286,0.0
16QAM-K1824,zero,1,1025,0.002158717019483447,0.49698466062545776,0.043445102870464325,0.0
16QAM-K1824,zero,1,1050,0.002158717019483447,0.49698466062545776,0.04171736165881157,0.0
16QAM-K1824,zero,1,1075,0.002158717019483447,0.49698466062545776,0.040091823786497116,0.0
16QAM-K1824,zero,1,1100,0.002158717019483447,0.49698466062545776,0.038562316447496414,0.0
16QAM-K1824,zero,1,1125,0.002158717019483447,0.49698466062545776,0.037119392305612564,0.0
16QAM-K1824,zero,1,1150,0.002158717019483447,0.49698466062545776,0.03575815632939339,0.0
16QAM-K1824,zero,1,1175,0.002158717019483447,0.49698466062545776,0.03447093814611435,0.0
16QAM-K1824,zero,1,1200,0.0021244517993181944,0.49698466062545776,0.0332522988319397,0.0
16QAM-K1824,zero,1,1225,0.0020559211261570454,0.49698466062545776,0.03209742531180382,0.0
16QAM-K1824,zero,1,1250,0.0020559211261570454,0.49698466062545776,0.031002486124634743,0.0
16QAM-K1824,zero,1,1275,0.0020559211261570454,0.49698466062545776,0.029961328953504562,0.0
16QAM-K1824,zero,1,1300,0.002021655673161149,0.49698466062545776,0.028971020132303238,0.0
16QAM-K1824,zero,1,1325,0.0019873904529958963,0.49698466062545776,0.028028439730405807,0.0
16QAM-K1824,zero,1,1350,0.0019873904529958963,0.49698466062545776,0.02713039517402649,0.0
16QAM-K1824,zero,1,1375,0.0019873904529958963,0.49698466062545776,0.026275141164660454,0.0
16QAM-K1824,zero,1,1400,0.001953125,0.49698466062545776,0.02545813098549843,0.0
16QAM-K1824,zero,1,1425,0.001953125,0.49698466062545776,0.024678006768226624,0.0
16QAM-K1824,zero,1,1450,0.001953125,0.49698466062545776,0.0239325650036335,0.0
16QAM-K1824,zero,1,1475,0.001953125,0.49698466062545776,0.0232197605073452,0.0
16QAM-K1824,zero,1,1500,0.0019873904529958963,0.49698466062545776,0.022537654265761375,0.0
16QAM-K1824,zero,2,1,0.25003427267074585,0.5008223652839661,11.972871780395508,0.0
16QAM-K1824,zero,2,25,0.25003427267074585,0.5008223652839661,5.816579341888428,0.0
16QAM-K1824,zero,2,50,0.25003427267074585,0.5008223652839661,2.9324581623077393,0.0
16QAM-K1824,zero,2,75,0.23742461204528809,0.5008223652839661,2.228543996810913,0.0
16QAM-K1824,zero,2,100,0.1392543911933899,0.5008223652839661,1.9441863298416138,0.0
16QAM-K1824,zero,2,125,0.06318530440330505,0.5008223652839661,1.5333685874938965,0.0
16QAM-K1824,zero,2,150,0.03207236900925636,0.5008223652839661,1.1397714614868164,0.0
16QAM-K1824,zero,2,175,0.01925712823867798,0.5008223652839661,0.8597694039344788,0.0
16QAM-K1824,zero,2,200,0.012643914669752121,0.5008223652839661,0.6721331477165222,0.0
16QAM-K1824,zero,2,225,0.008977522142231464,0.5008223652839661,0.5431029796600342,0.0
16QAM-K1824,zero,2,250,0.006750273983925581,0.5008223652839661,0.45057639479637146,0.0
16QAM-K1824,zero,2,275,0.0054824561811983585,0.5008223652839661,0.3817053735256195,0.0
16QAM-K1824,zero,2,300,0.004660087637603283,0.5008223652839661,0.32884451746940613,0.0
16QAM-K1824,zero,2,325,0.004111842252314091,0.5008223652839661,0.2872178554534912,0.0
16QAM-K1824,zero,2,350,0.0035635964013636112,0.5008223652839661,0.25372061133384705,0.0
16QAM-K1824,zero,2,375,0.003152412362396717,0.5008223652839661,0.22626449167728424,0.0
16QAM-K1824,zero,2,400,0.0030496162362396717,0.5008223652839661,0.2034081220626831,0.0
16QAM-K1824,zero,2,425,0.002706962637603283,0.5008223652839661,0.18413011729717255,0.0
16QAM-K1824,zero,2,450,0.002535636071115732,0.5008223652839661,0.16768108308315277,0.0
16QAM-K1824,zero,2,475,0.002501370618119836,0.5008223652839661,0.1535036265850067,0.0
16QAM-K1824,zero,2,500,0.0022957785986363888,0.5008223652839661,0.1411791741847992,0.0
16QAM-K1824,zero,2,525,0.0022957785986363888,0.5008223652839661,0.13038644194602966,0.0
16QAM-K1824,zero,2,550,0.0022272479254752398,0.5008223652839661,0.12087321281433105,0.0
16QAM-K1824,zero,2,575,0.002158717019483447,0.5008223652839661,0.11243478208780289,0.0
16QAM-K1824,zero,2,600,0.002090186346322298,0.5008223652839661,0.10490451008081436,0.0
16QAM-K1824,zero,2,625,0.0020559211261570454,0.5008223652839661,0.09814923256635666,0.0
16QAM-K1824,zero,2,650,0.0020559211261570454,0.5008223652839661,0.09206171333789825,0.0
16QAM-K1824,zero,2,675,0.0021244517993181944,0.5008223652839661,0.0865553468465805,0.0
16QAM-K1824,zero,2,700,0.002090186346322298,0.5008223652839661,0.08155551552772522,0.0
16QAM-K1824,zero,2,725,0.002090186346322298,0.5008223652839661,0.07699905335903168,0.0
16QAM-K1824,zero,2,750,0.0019873904529958963,0.5008223652839661,0.07283271104097366,0.0
16QAM-K1824,zero,2,775,0.0019873904529958963,0.5008223652839661,0.06901103258132935,0.0
16QAM-K1824,zero,2,800,0.002021655673161149,0.5008223652839661,0.0654955580830574,0.0
16QAM-K1824,zero,2,825,0.002021655673161149,0.5008223652839661,0.06225224584341049,0.0
16QAM-K1824,zero,2,850,0.0020559211261570454,0.5008223652839661,0.05925450474023819,0.0
16QAM-K1824,zero,2,875,0.0020559211261570454,0.5008223652839661,0.05647588521242142,0.0
16QAM-K1824,zero,2,900,0.0020559211261570454,0.5008223652839661,0.05389552563428879,0.0
16QAM-K1824,zero,2,925,0.0020559211261570454,0.5008223652839661,0.05149432271718979,0.0
16QAM-K1824,zero,2,950,0.002021655673161149,0.5008223652839661,0.04925495386123657,0.0
16QAM-K1824,zero,2,975,0.0019873904529958963,0.5008223652839661,0.04716265946626663,0.0
16QAM-K1824,zero,2,1000,0.002021655673161149,0.5008223652839661,0.0452047698199749,0.0
16QAM-K1824,zero,2,1025,0.002021655673161149,0.5008223652839661,0.043368078768253326,0.0
16QAM-K1824,zero,2,1050,0.002021655673161149,0.5008223652839661,0.041644126176834106,0.0
16QAM-K1824,zero,2,1075,0.002021655673161149,0.5008223652839661,0.04002178832888603,0.0
16QAM-K1824,zero,2,1100,0.0019873904529958963,0.5008223652839661,0.03849489614367485,0.0
16QAM-K1824,zero,2,1125,0.001953125,0.5008223652839661,0.03705379366874695,0.0
16QAM-K1824,zero,2,1150,0.001953125,0.5008223652839661,0.035693686455488205,0.0
16QAM-K1824,zero,2,1175,0.001953125,0.5008223652839661,0.0344071090221405,0.0
16QAM-K1824,zero,2,1200,0.0019873904529958963,0.5008223652839661,0.03318873047828674,0.0
16QAM-K1824,zero,2,1225,0.001953125,0.5008223652839661,0.032034069299697876,0.0
16QAM-K1824,zero,2,1250,0.001953125,0.5008223652839661,0.030939577147364616,0.0
16QAM-K1824,zero,2,1275,0.001953125,0.5008223652839661,0.029899146407842636,0.0
16QAM-K1824,zero,2,1300,0.001953125,0.5008223652839661,0.028909992426633835,0.0
16QAM-K1824,zero,2,1325,0.001953125,0.5008223652839661,0.027968963608145714,0.0
16QAM-K1824,zero,2,1350,0.001953125,0.5008223652839661,0.027072716504335403,0.0
16QAM-K1824,zero,2,1375,0.001953125,0.5008223652839661,0.02621949091553688,0.0
16QAM-K1824,zero,2,1400,0.0019873904529958963,0.5008223652839661,0.02540455013513565,0.0
16QAM-K1824,zero,2,1425,0.0019873904529958963,0.5008223652839661,0.02462640218436718,0.0
16QAM-K1824,zero,2,1450,0.0019873904529958963,0.5008223652839661,0.02388281188905239,0.0
16QAM-K1824,zero,2,1475,0.0019873904529958963,0.5008223652839661,0.023171676322817802,0.0
16QAM-K1824,zero,2,1500,0.001953125,0.5008223652839661,0.022491129115223885,0.0
16QAM-K1824,zero,3,1,0.250137060880661,0.49821820855140686,11.999070167541504,0.0
16QAM-K1824,zero,3,25,0.250137060880661,0.49821820855140686,5.826625823974609,0.0
16QAM-K1824,zero,3,50,0.250137060880661,0.49821820855140686,2.9451262950897217,0.0
16QAM-K1824,zero,3,75,0.23872670531272888,0.49821820855140686,2.245805263519287,0.0
16QAM-K1824,zero,3,100,0.1340460479259491,0.49821820855140686,1.9625332355499268,0.0
16QAM-K1824,zero,3,125,0.06037554889917374,0.49821820855140686,1.5385373830795288,0.0
16QAM-K1824,zero,3,150,0.031078673899173737,0.49821820855140686,1.1398179531097412,0.0
16QAM-K1824,zero,3,175,0.018434759229421616,0.49821820855140686,0.8598229885101318,0.0
16QAM-K1824,zero,3,200,0.011958607472479343,0.49821820855140686,0.672197699546814,0.0
16QAM-K1824,zero,3,225,0.008189419284462929,0.49821820855140686,0.5429419279098511,0.0
16QAM-K1824,zero,3,250,0.0063733551651239395,0.49821820855140686,0.45030641555786133,0.0
16QAM-K1824,zero,3,275,0.0054824561811983585,0.49821820855140686,0.38144242763519287,0.0
16QAM-K1824,zero,3,300,0.004694353323429823,0.49821820855140686,0.328668475151062,0.0
16QAM-K1824,zero,3,325,0.004146107472479343,0.49821820855140686,0.2871522009372711,0.0
16QAM-K1824,zero,3,350,0.0038034538738429546,0.49821820855140686,0.25374773144721985,0.0
16QAM-K1824,zero,3,375,0.003358004381880164,0.49821820855140686,0.22636158764362335,0.0
16QAM-K1824,zero,3,400,0.0032552082557231188,0.49821820855140686,0.20355385541915894,0.0
16QAM-K1824,zero,3,425,0.003152412362396717,0.49821820855140686,0.1843118816614151,0.0
16QAM-K1824,zero,3,450,0.0029810855630785227,0.49821820855140686,0.16789671778678894,0.0
16QAM-K1824,zero,3,475,0.0026726974174380302,0.49821820855140686,0.15374867618083954,0.0
16QAM-K1824,zero,3,500,0.002569901291280985,0.49821820855140686,0.14144259691238403,0.0
16QAM-K1824,zero,3,525,0.002432839944958687,0.49821820855140686,0.13065683841705322,0.0
16QAM-K1824,zero,3,550,0.0023985744919627905,0.49821820855140686,0.12114106863737106,0.0
16QAM-K1824,zero,3,575,0.0022957785986363888,0.49821820855140686,0.11269394308328629,0.0
16QAM-K1824,zero,3,600,0.0022272479254752398,0.49821820855140686,0.10515333712100983,0.0
16QAM-K1824,zero,3,625,0.002158717019483447,0.49821820855140686,0.09838936477899551,0.0
16QAM-K1824,zero,3,650,0.002090186346322298,0.49821820855140686,0.09229447692632675,0.0
16QAM-K1824,zero,3,675,0.0020559211261570454,0.49821820855140686,0.08678073436021805,0.0
16QAM-K1824,zero,3,700,0.0019873904529958963,0.49821820855140686,0.0817728117108345,0.0
16QAM-K1824,zero,3,725,0.001953125,0.49821820855140686,0.07720757275819778,0.0
16QAM-K1824,zero,3,750,0.001953125,0.49821820855140686,0.07303239405155182,0.0
16QAM-K1824,zero,3,775,0.0019188596634194255,0.49821820855140686,0.06920243799686432,0.0
16QAM-K1824,zero,3,800,0.001953125,0.49821820855140686,0.06567932665348053,0.0
16QAM-K1824,zero,3,825,0.001953125,0.49821820855140686,0.062428541481494904,0.0
16QAM-K1824,zero,3,850,0.0019188596634194255,0.49821820855140686,0.059423044323921204,0.0
16QAM-K1824,zero,3,875,0.001884594326838851,0.49821820855140686,0.05663611739873886,0.0
16QAM-K1824,zero,3,900,0.001884594326838851,0.49821820855140686,0.054047126322984695,0.0
16QAM-K1824,zero,3,925,0.001884594326838851,0.49821820855140686,0.05163738876581192,0.0
16QAM-K1824,zero,3,950,0.001884594326838851,0.49821820855140686,0.04938998445868492,0.0
16QAM-K1824,zero,3,975,0.0018503289902582765,0.49821820855140686,0.04729049280285835,0.0
16QAM-K1824,zero,3,1000,0.0018503289902582765,0.49821820855140686,0.04532625898718834,0.0
16QAM-K1824,zero,3,1025,0.0018503289902582765,0.49821820855140686,0.043484028428792953,0.0
16QAM-K1824,zero,3,1050,0.001884594326838851,0.49821820855140686,0.04175516963005066,0.0
16QAM-K1824,zero,3,1075,0.0018503289902582765,0.49821820855140686,0.04012826457619667,0.0
16QAM-K1824,zero,3,1100,0.0018503289902582765,0.49821820855140686,0.03859696537256241,0.0
16QAM-K1824,zero,3,1125,0.001884594326838851,0.49821820855140686,0.03715168312191963,0.0
16QAM-K1824,zero,3,1150,0.001884594326838851,0.49821820855140686,0.03578753396868706,0.0
16QAM-K1824,zero,3,1175,0.001884594326838851,0.49821820855140686,0.034497205168008804,0.0
16QAM-K1824,zero,3,1200,0.001884594326838851,0.49821820855140686,0.03327548876404762,0.0
16QAM-K1824,zero,3,1225,0.001884594326838851,0.49821820855140686,0.0321178138256073,0.0
16QAM-K1824,zero,3,1250,0.001884594326838851,0.49821820855140686,0.031020551919937134,0.0
16QAM-K1824,zero,3,1275,0.001884594326838851,0.49821820855140686,0.02997758612036705,0.0
16QAM-K1824,zero,3,1300,0.001884594326838851,0.49821820855140686,0.028985926881432533,0.0
16QAM-K1824,zero,3,1325,0.001884594326838851,0.49821820855140686,0.02804235927760601,0.0
16QAM-K1824,zero,3,1350,0.001884594326838851,0.49821820855140686,0.027143625542521477,0.0
16QAM-K1824,zero,3,1375,0.001884594326838851,0.49821820855140686,0.02628786675632,0.0
16QAM-K1824,zero,3,1400,0.001884594326838851,0.49821820855140686,0.025470511987805367,0.0
16QAM-K1824,zero,3,1425,0.001884594326838851,0.49821820855140686,0.024690110236406326,0.0
16QAM-K1824,zero,3,1450,0.0019188596634194255,0.49821820855140686,0.023944344371557236,0.0
16QAM-K1824,zero,3,1475,0.0019188596634194255,0.49821820855140686,0.023231176659464836,0.0
16QAM-K1824,zero,3,1500,0.0019188596634194255,0.49821820855140686,0.02254869043827057,0.0
16QAM-K1824,zero,4,1,0.25421464443206787,0.5038377046585083,12.062668800354004,0.0
16QAM-K1824,zero,4,25,0.25421464443206787,0.5038377046585083,5.850626468658447,0.0
16QAM-K1824,zero,4,50,0.25421464443206787,0.5038377046585083,2.957517147064209,0.0
16QAM-K1824,zero,4,75,0.2422560304403305,0.5038377046585083,2.2585084438323975,0.0
16QAM-K1824,zero,4,100,0.1399739533662796,0.5038377046585083,1.9729621410369873,0.0
16QAM-K1824,zero,4,125,0.0638706162571907,0.5038377046585083,1.5528879165649414,0.0
16QAM-K1824,zero,4,150,0.03179824724793434,0.5038377046585083,1.1536896228790283,0.0
16QAM-K1824,zero,4,175,0.01771518588066101,0.5038377046585083,0.8694243431091309,0.0
16QAM-K1824,zero,4,200,0.012266995385289192,0.5038377046585083,0.6783996224403381,0.0
16QAM-K1824,zero,4,225,0.00853207241743803,0.5038377046585083,0.5474235415458679,0.0
16QAM-K1824,zero,4,250,0.006853070110082626,0.5038377046585083,0.45380544662475586,0.0
16QAM-K1824,zero,4,275,0.005550987087190151,0.5038377046585083,0.3842945396900177,0.0
16QAM-K1824,zero,4,300,0.004728618543595076,0.5038377046585083,0.33102625608444214,0.0
16QAM-K1824,zero,4,325,0.004248903598636389,0.5038377046585083,0.2890877425670624,0.0
16QAM-K1824,zero,4,350,0.0038719847798347473,0.5038377046585083,0.2553410232067108,0.0
16QAM-K1824,zero,4,375,0.0035978618543595076,0.5038377046585083,0.22769437730312347,0.0
16QAM-K1824,zero,4,400,0.003495065728202462,0.5038377046585083,0.20469966530799866,0.0
16QAM-K1824,zero,4,425,0.003152412362396717,0.5038377046585083,0.18531925976276398,0.0
16QAM-K1824,zero,4,450,0.0029468201100826263,0.5038377046585083,0.16878917813301086,0.0
16QAM-K1824,zero,4,475,0.0029125548899173737,0.5038377046585083,0.15454432368278503,0.0
16QAM-K1824,zero,4,500,0.0028440242167562246,0.5038377046585083,0.14216259121894836,0.0
16QAM-K1824,zero,4,525,0.0027754935435950756,0.5038377046585083,0.1313195675611496,0.0
16QAM-K1824,zero,4,550,0.0027754935435950756,0.5038377046585083,0.12176037579774857,0.0
16QAM-K1824,zero,4,575,0.0026726974174380302,0.5038377046585083,0.11327999830245972,0.0
16QAM-K1824,zero,4,600,0.002535636071115732,0.5038377046585083,0.10571268945932388,0.0
16QAM-K1824,zero,4,625,0.002364309271797538,0.5038377046585083,0.09892458468675613,0.0
16QAM-K1824,zero,4,650,0.0023300438188016415,0.5038377046585083,0.09280530363321304,0.0
16QAM-K1824,zero,4,675,0.0023300438188016415,0.5038377046585083,0.08726618438959122,0.0
16QAM-K1824,zero,4,700,0.0023300438188016415,0.5038377046585083,0.08223295211791992,0.0
16QAM-K1824,zero,4,725,0.0022957785986363888,0.5038377046585083,0.07764375954866409,0.0
16QAM-K1824,zero,4,750,0.0022615131456404924,0.5038377046585083,0.07344670593738556,0.0
16QAM-K1824,zero,4,775,0.0022272479254752398,0.5038377046585083,0.06959692388772964,0.0
16QAM-K1824,zero,4,800,0.002158717019483447,0.5038377046585083,0.0660555362701416,0.0
16QAM-K1824,zero,4,825,0.0021244517993181944,0.5038377046585083,0.06278754025697708,0.0
16QAM-K1824,zero,4,850,0.002090186346322298,0.5038377046585083,0.059765662997961044,0.0
16QAM-K1824,zero,4,875,0.0021244517993181944,0.5038377046585083,0.05696325749158859,0.0
16QAM-K1824,zero,4,900,0.0021244517993181944,0.5038377046585083,0.05435985326766968,0.0
16QAM-K1824,zero,4,925,0.0021244517993181944,0.5038377046585083,0.05193682387471199,0.0
16QAM-K1824,zero,4,950,0.0021244517993181944,0.5038377046585083,0.04967722296714783,0.0
16QAM-K1824,zero,4,975,0.002158717019483447,0.5038377046585083,0.04756646603345871,0.0
16QAM-K1824,zero,4,1000,0.0021244517993181944,0.5038377046585083,0.045591793954372406,0.0
16QAM-K1824,zero,4,1025,0.002090186346322298,0.5038377046585083,0.04373971372842789,0.0
16QAM-K1824,zero,4,1050,0.002090186346322298,0.5038377046585083,0.04200149327516556,0.0
16QAM-K1824,zero,4,1075,0.002090186346322298,0.5038377046585083,0.04036583751440048,0.0
16QAM-K1824,zero,4,1100,0.002090186346322298,0.5038377046585083,0.038826316595077515,0.0
16QAM-K1824,zero,4,1125,0.0021244517993181944,0.5038377046585083,0.037373241037130356,0.0
16QAM-K1824,zero,4,1150,0.0021244517993181944,0.5038377046585083,0.03600168973207474,0.0
16QAM-K1824,zero,4,1175,0.0021244517993181944,0.5038377046585083,0.03470403328537941,0.0
16QAM-K1824,zero,4,1200,0.0021244517993181944,0.5038377046585083,0.033475082367658615,0.0
