seed,variant,params,auc_s2,ber_5db,sigma_post_std
3,full,318662,1.0,0.0,0.25969621539115906
3,no_detach,318662,1.0,0.001576206152094528,0.17573249340057373
3,pure_vfe,318662,1.0,0.0010558011417742819,0.2470666915178299
