seed,cond,cdl,ds_ns,speed_kmh,snr_db,stream,batch,slot,resid,tdisp,conf_a,conf_d,cf,ct,ymag,crc_a,crc_d,err_AINR,err_DiscNRX,err_LS-LIN,err_LS-LMMSE,err_PCSI
0,S1,C,100.0,3.0,5.0,val,0,0,0.45234566926956177,0.004313441459089518,0.8881678581237793,0.9033377170562744,0.48204150795936584,0.7640116810798645,0.9595904350280762,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,1,0.4371732473373413,0.005281064193695784,0.9067803025245667,0.9132657051086426,0.7116862535476685,0.7930061221122742,1.0305708646774292,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,2,0.46649593114852905,0.0034854831174016,0.9155629277229309,0.9100908041000366,0.7246032953262329,0.7641717195510864,1.0280684232711792,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,3,0.45126354694366455,0.0015601881314069033,0.9048447012901306,0.9129441380500793,0.6042119264602661,0.7611740231513977,0.9857593178749084,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,4,0.6864864230155945,0.004684883635491133,0.8939458131790161,0.8794891238212585,0.6594932675361633,0.731438398361206,1.006218671798706,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,5,0.4397642910480499,0.002518915804103017,0.9098913669586182,0.9060422778129578,0.5494645237922668,0.7609499096870422,0.9810075163841248,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,6,0.47195109724998474,0.0036669166292995214,0.9058183431625366,0.9118766188621521,0.6436384916305542,0.7405349612236023,1.0091701745986938,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,7,0.494486540555954,0.001800527679733932,0.9002447128295898,0.8978530764579773,0.6053743958473206,0.77744460105896,1.0117683410644531,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,8,0.4406467080116272,0.0027068983763456345,0.9170469641685486,0.9069800972938538,0.5515481233596802,0.7580695748329163,0.9770520925521851,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,9,0.5736177563667297,0.002725970698520541,0.906396210193634,0.9131741523742676,0.6906785368919373,0.7668588161468506,1.0205551385879517,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,10,0.44211676716804504,0.0017653487157076597,0.9058766961097717,0.9058572053909302,0.5138227939605713,0.7504459619522095,0.9603255987167358,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,11,0.49871668219566345,0.001848158542998135,0.8955960869789124,0.9025888442993164,0.6034703254699707,0.7854762077331543,0.9973505139350891,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,12,0.5109438896179199,0.0019757854752242565,0.8860234022140503,0.913253664970398,0.7021793723106384,0.7572542428970337,1.0334782600402832,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,13,0.45952457189559937,0.003158816136419773,0.8983160853385925,0.9100780487060547,0.6454980373382568,0.751065194606781,1.0087838172912598,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,14,0.47500404715538025,0.0025450673419982195,0.895592451095581,0.9046613574028015,0.6129603385925293,0.7612678408622742,0.9885110855102539,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,15,0.4141380488872528,0.0014703081687912345,0.9095093607902527,0.9116508364677429,0.6244736909866333,0.7720590233802795,0.9985886216163635,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,16,0.6530189514160156,0.0019354316173121333,0.9029135704040527,0.9155698418617249,0.6300593018531799,0.77909916639328,0.9840297102928162,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,17,0.4659002125263214,0.0015228260308504105,0.8907263875007629,0.8983922004699707,0.7002118825912476,0.7754306197166443,1.0418275594711304,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,18,0.4450836181640625,0.003516522701829672,0.919714629650116,0.9119912981987,0.5572932362556458,0.7832709550857544,0.9725569486618042,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,19,0.47806814312934875,0.0027652767021209,0.9043737053871155,0.894574761390686,0.7179298400878906,0.7448915243148804,1.0343724489212036,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,20,0.4825289249420166,0.0013832722324877977,0.9152607321739197,0.9138489961624146,0.6314622163772583,0.7603676915168762,0.9939075112342834,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,21,0.4363856017589569,0.0015683724777773023,0.9161038398742676,0.9112787842750549,0.5260230302810669,0.7511618137359619,0.9755467176437378,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,22,0.686957836151123,0.0030279073398560286,0.911787748336792,0.9159343838691711,0.6819323897361755,0.7390691041946411,1.0232571363449097,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,23,0.4314943552017212,0.0014835670590400696,0.9002985954284668,0.8950847387313843,0.5357803106307983,0.7549136281013489,0.9563813209533691,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,24,0.5031403303146362,0.0031756064854562283,0.9095720052719116,0.9114145636558533,0.6080418229103088,0.7675135135650635,0.995881974697113,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,25,0.451181560754776,0.0027232489082962275,0.9033758640289307,0.907406210899353,0.6757675409317017,0.7553091645240784,1.0388556718826294,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,26,0.4350486695766449,0.0014966008020564914,0.9078422784805298,0.9057398438453674,0.6310689449310303,0.7595396041870117,1.004431962966919,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,27,0.4959472417831421,0.003069214290007949,0.904920220375061,0.9118870496749878,0.7367783188819885,0.7615949511528015,1.058326244354248,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,28,0.4486231803894043,0.0023961595725268126,0.9013356566429138,0.908553421497345,0.5798247456550598,0.743303656578064,1.0115634202957153,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,29,0.5552607178688049,0.002938350196927786,0.9105097055435181,0.904739499092102,0.4671371877193451,0.7539446949958801,0.9643569588661194,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,30,0.5797296166419983,0.0011657362338155508,0.8991881608963013,0.9009474515914917,0.6733348369598389,0.7545294761657715,1.0357834100723267,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,0,31,0.4769860804080963,0.003319942159578204,0.9093595743179321,0.9068253636360168,0.718701183795929,0.771386444568634,1.0281049013137817,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,1,0,0.4612785279750824,0.0018906241748481989,0.9080966711044312,0.9104156494140625,0.6457692384719849,0.7510961890220642,0.9943186044692993,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,1,1,0.5129590630531311,0.0018416158854961395,0.9035055637359619,0.8938953280448914,0.6300910711288452,0.7534306645393372,1.0217517614364624,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,1,2,0.47618672251701355,0.0023096278309822083,0.877475380897522,0.89892578125,0.6687014102935791,0.7741145491600037,1.0058073997497559,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,1,3,0.41862979531288147,0.002981017343699932,0.9107443690299988,0.9154956936836243,0.4704335331916809,0.7732169032096863,0.9721850752830505,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,S1,C,100.0,3.0,5.0,val,1,4,0.4682084321975708,0.0020572091452777386,0.9284273386001587,0.9149649143218994,0.6027834415435791,0.7508260607719421,0.9826380610466003,1.0,1.0,0.0,0.0,0.0,0.0,0.0
