seed,variant,snr_db,bler,n_blocks
2,full,0.0,1.0,1280
2,full,1.0,0.21484375,1280
2,full,3.0,0.0,1280
2,full,5.0,0.0,1280
2,no_detach,0.0,1.0,1280
2,no_detach,1.0,1.0,1280
2,no_detach,3.0,0.17109375,1280
2,no_detach,5.0,0.003125,1280
2,pure_vfe,0.0,1.0,1280
2,pure_vfe,1.0,1.0,1280
2,pure_vfe,3.0,0.06640625,1280
2,pure_vfe,5.0,0.00234375,1280
