seed,receiver,cond,qam,snr_db,block_errors,n_blocks,bler
0,AINR,S1,16,-1.0,1280,1280,1.0
0,DiscNRX,S1,16,-1.0,1280,1280,1.0
0,AINR,S1,16,-0.5,1280,1280,1.0
0,DiscNRX,S1,16,-0.5,1280,1280,1.0
0,AINR,S1,16,0.0,1275,1280,0.99609375
0,DiscNRX,S1,16,0.0,1274,1280,0.9953125
0,AINR,S1,16,0.1,1258,1280,0.9828125
0,DiscNRX,S1,16,0.1,1258,1280,0.9828125
0,AINR,S1,16,0.2,1214,1280,0.9484375
0,DiscNRX,S1,16,0.2,1207,1280,0.94296875
0,AINR,S1,16,0.3,1119,1280,0.87421875
0,DiscNRX,S1,16,0.3,1094,1280,0.8546875
0,AINR,S1,16,0.4,977,1280,0.76328125
0,DiscNRX,S1,16,0.4,935,1280,0.73046875
0,AINR,S1,16,0.5,773,1280,0.60390625
0,DiscNRX,S1,16,0.5,735,1280,0.57421875
0,AINR,S1,16,0.6,573,1280,0.44765625
0,DiscNRX,S1,16,0.6,512,1280,0.4
0,AINR,S1,16,0.7,337,1280,0.26328125
0,DiscNRX,S1,16,0.7,312,1280,0.24375
0,AINR,S1,16,0.8,233,1280,0.18203125
0,DiscNRX,S1,16,0.8,203,1280,0.15859375
0,AINR,S1,16,0.9,100,1280,0.078125
0,DiscNRX,S1,16,0.9,88,1280,0.06875
0,AINR,S1,16,1.0,54,1280,0.0421875
0,DiscNRX,S1,16,1.0,54,1280,0.0421875
0,AINR,S1,16,1.1,18,1280,0.0140625
0,DiscNRX,S1,16,1.1,16,1280,0.0125
0,AINR,S1,16,1.2,9,1280,0.00703125
0,DiscNRX,S1,16,1.2,7,1280,0.00546875
0,AINR,S1,16,1.3,4,1280,0.003125
0,DiscNRX,S1,16,1.3,4,1280,0.003125
0,AINR,S1,16,1.4,1,1280,0.00078125
0,DiscNRX,S1,16,1.4,1,1280,0.00078125
0,AINR,S1,16,1.5,2,1280,0.0015625
0,DiscNRX,S1,16,1.5,1,1280,0.00078125
0,AINR,S1,16,1.6,1,1280,0.00078125
0,DiscNRX,S1,16,1.6,1,1280,0.00078125
0,AINR,S1,16,1.7,0,1280,0.0
0,DiscNRX,S1,16,1.7,0,1280,0.0
0,AINR,S1,16,1.8,0,1280,0.0
0,DiscNRX,S1,16,1.8,0,1280,0.0
0,AINR,S1,16,1.9,0,1280,0.0
0,DiscNRX,S1,16,1.9,0,1280,0.0
0,AINR,S1,16,2.0,0,1280,0.0
0,DiscNRX,S1,16,2.0,0,1280,0.0
0,AINR,S1,16,2.5,0,1280,0.0
0,DiscNRX,S1,16,2.5,0,1280,0.0
0,AINR,S1,16,3.0,0,1280,0.0
0,DiscNRX,S1,16,3.0,0,1280,0.0
0,AINR,S1,16,3.5,0,1280,0.0
0,DiscNRX,S1,16,3.5,0,1280,0.0
0,AINR,S1,16,4.0,0,1280,0.0
0,DiscNRX,S1,16,4.0,0,1280,0.0
0,AINR,S1,16,4.1,0,1280,0.0
0,DiscNRX,S1,16,4.1,0,1280,0.0
0,AINR,S1,16,4.2,0,1280,0.0
0,DiscNRX,S1,16,4.2,0,1280,0.0
0,AINR,S1,16,4.3,0,1280,0.0
0,DiscNRX,S1,16,4.3,0,1280,0.0
0,AINR,S1,16,4.4,0,1280,0.0
0,DiscNRX,S1,16,4.4,0,1280,0.0
0,AINR,S1,16,4.5,0,1280,0.0
0,DiscNRX,S1,16,4.5,0,1280,0.0
0,AINR,S1,16,4.6,0,1280,0.0
0,DiscNRX,S1,16,4.6,0,1280,0.0
0,AINR,S1,16,4.7,0,1280,0.0
0,DiscNRX,S1,16,4.7,0,1280,0.0
0,AINR,S1,16,4.8,0,1280,0.0
0,DiscNRX,S1,16,4.8,0,1280,0.0
0,AINR,S1,16,4.9,0,1280,0.0
0,DiscNRX,S1,16,4.9,0,1280,0.0
0,AINR,S1,16,5.0,0,1280,0.0
0,DiscNRX,S1,16,5.0,0,1280,0.0
0,AINR,S1,16,5.1,0,1280,0.0
0,DiscNRX,S1,16,5.1,0,1280,0.0
0,AINR,S1,16,5.2,0,1280,0.0
0,DiscNRX,S1,16,5.2,0,1280,0.0
0,AINR,S1,16,5.3,0,1280,0.0
0,DiscNRX,S1,16,5.3,0,1280,0.0
0,AINR,S1,16,5.4,0,1280,0.0
0,DiscNRX,S1,16,5.4,0,1280,0.0
0,AINR,S1,16,5.5,0,1280,0.0
0,DiscNRX,S1,16,5.5,0,1280,0.0
0,AINR,S1,16,5.6,0,1280,0.0
0,DiscNRX,S1,16,5.6,0,1280,0.0
0,AINR,S1,16,5.7,0,1280,0.0
0,DiscNRX,S1,16,5.7,0,1280,0.0
0,AINR,S1,16,5.8,0,1280,0.0
0,DiscNRX,S1,16,5.8,0,1280,0.0
0,AINR,S1,16,5.9,0,1280,0.0
0,DiscNRX,S1,16,5.9,0,1280,0.0
0,AINR,S1,16,6.0,0,1280,0.0
0,DiscNRX,S1,16,6.0,0,1280,0.0
