seed,variant,snr_db,bler,n_blocks
3,full,0.0,1.0,1280
3,full,1.0,0.21171875,1280
3,full,3.0,0.0,1280
3,full,5.0,0.0,1280
3,no_detach,0.0,1.0,1280
3,no_detach,1.0,0.99921875,1280
3,no_detach,3.0,0.203125,1280
3,no_detach,5.0,0.01484375,1280
3,pure_vfe,0.0,1.0,1280
3,pure_vfe,1.0,1.0,1280
3,pure_vfe,3.0,0.12734375,1280
3,pure_vfe,5.0,0.003125,1280
