seed,cond,cdl,ds_ns,speed_kmh,snr_db,stream,batch,slot,resid,tdisp,conf_a,conf_d,cf,ct,ymag,crc_a,crc_d,err_AINR,err_DiscNRX,err_LS-LIN,err_LS-LMMSE,err_PCSI
3.0,S1,C,100.0,3.0,5.0,val,0.0,0.0,0.48492226004600525,0.0037108983378857374,0.8906766772270203,0.9003103971481323,0.6698752641677856,0.7712582945823669,1.0152508020401,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,1.0,0.48767808079719543,0.0024877528194338083,0.9080569744110107,0.8961138725280762,0.6986643075942993,0.7503916621208191,1.0541850328445435,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,2.0,0.4332328140735626,0.0021304446272552013,0.9076040387153625,0.9028604030609131,0.6260504126548767,0.7661700248718262,0.9987959861755371,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,3.0,0.5508668422698975,0.00372495548799634,0.9006703495979309,0.9184547662734985,0.5539197325706482,0.7653407454490662,0.9566755890846252,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,4.0,0.49653443694114685,0.0038835201412439346,0.9118491411209106,0.9021236300468445,0.6888517737388611,0.7534257173538208,1.0222225189208984,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,5.0,0.4407598078250885,0.0031188898719847202,0.8974733948707581,0.8941106796264648,0.7336623072624207,0.7634566426277161,1.0469951629638672,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,6.0,0.4413642883300781,0.004073918331414461,0.9043936133384705,0.8964840173721313,0.5541746616363525,0.7668648958206177,0.9946587681770325,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,7.0,0.4707969129085541,0.0033621895126998425,0.8891785144805908,0.9068672060966492,0.7411606311798096,0.7634842395782471,1.0551398992538452,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,8.0,0.44422203302383423,0.003422586712986231,0.892289400100708,0.9034574031829834,0.6537589430809021,0.7702142596244812,1.0095062255859375,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,9.0,0.4662994146347046,0.0023712413385510445,0.9134852886199951,0.9068613052368164,0.5549336671829224,0.7609429955482483,0.972174882888794,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,10.0,0.5383720993995667,0.003545992309227586,0.8882217407226562,0.8945536613464355,0.5996546745300293,0.7430506348609924,1.0019235610961914,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,11.0,0.4939045310020447,0.0021347838919609785,0.9106849431991577,0.9081732630729675,0.6619589328765869,0.7473106980323792,1.0125150680541992,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,12.0,0.5270541310310364,0.004526649601757526,0.9069037437438965,0.8878337144851685,0.6804515719413757,0.7813829183578491,1.0242725610733032,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,13.0,0.49864038825035095,0.002627338981255889,0.8953731656074524,0.9078917503356934,0.6888219714164734,0.7353734374046326,1.0169442892074585,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,14.0,0.5353899002075195,0.0016541086370125413,0.9012151956558228,0.9085620045661926,0.5666569471359253,0.7773619294166565,0.9781666398048401,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,15.0,0.6009548306465149,0.002392121125012636,0.9069997072219849,0.9026069641113281,0.6029558181762695,0.7646142840385437,1.006213665008545,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,16.0,0.4703409969806671,0.0024470011703670025,0.8948662877082825,0.9095829725265503,0.6444745063781738,0.7682800889015198,0.9826075434684753,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,17.0,0.6544517874717712,0.005289523396641016,0.9190078377723694,0.9014288783073425,0.6692987680435181,0.7492625117301941,1.0120151042938232,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,18.0,0.4527549743652344,0.0016715516103431582,0.9123472571372986,0.9058729410171509,0.6603332757949829,0.7529098391532898,1.0135599374771118,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,19.0,0.5527492165565491,0.002905757399275899,0.9064837098121643,0.9037779569625854,0.7187139987945557,0.738030731678009,1.0555698871612549,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,20.0,0.462797611951828,0.00234969868324697,0.9192259311676025,0.9163780808448792,0.6103494167327881,0.7651560306549072,0.9999361038208008,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,21.0,0.4524102509021759,0.002780189970508218,0.9073585271835327,0.9014124274253845,0.5093218088150024,0.7674813866615295,0.9597998261451721,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,22.0,0.4422399401664734,0.003671107115224004,0.9084346890449524,0.8991609811782837,0.5181726217269897,0.7704976201057434,0.9560927152633667,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,S1,C,100.0,3.0,5.0,val,0.0,23.0,0.5024622678756714,0.0022710177581757307,0.9102094769477844,0.9170792102813721,0.7487192153930664,0.7767891883850098,1.0338095426559448,1.0,1.0,0.0,0.0,0.0,0.0,0.0
