seed,receiver,cond,qam,snr_db,block_errors,n_blocks,bler
-1,LS-LIN,S1,16,-1.0,1280,1280,1.0
-1,LS-LMMSE,S1,16,-1.0,1280,1280,1.0
-1,PCSI,S1,16,-1.0,1280,1280,1.0
-1,LS-LIN,S1,16,-0.5,1280,1280,1.0
-1,LS-LMMSE,S1,16,-0.5,1280,1280,1.0
-1,PCSI,S1,16,-0.5,1280,1280,1.0
-1,LS-LIN,S1,16,0.0,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.0,1279,1280,0.99921875
-1,PCSI,S1,16,0.0,1182,1280,0.9234375
-1,LS-LIN,S1,16,0.1,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.1,1275,1280,0.99609375
-1,PCSI,S1,16,0.1,1024,1280,0.8
-1,LS-LIN,S1,16,0.2,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.2,1256,1280,0.98125
-1,PCSI,S1,16,0.2,890,1280,0.6953125
-1,LS-LIN,S1,16,0.3,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.3,1227,1280,0.95859375
-1,PCSI,S1,16,0.3,639,1280,0.49921875
-1,LS-LIN,S1,16,0.4,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.4,1136,1280,0.8875
-1,PCSI,S1,16,0.4,405,1280,0.31640625
-1,LS-LIN,S1,16,0.5,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.5,1062,1280,0.8296875
-1,PCSI,S1,16,0.5,236,1280,0.184375
-1,LS-LIN,S1,16,0.6,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.6,902,1280,0.7046875
-1,PCSI,S1,16,0.6,123,1280,0.09609375
-1,LS-LIN,S1,16,0.7,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.7,684,1280,0.534375
-1,PCSI,S1,16,0.7,57,1280,0.04453125
-1,LS-LIN,S1,16,0.8,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.8,542,1280,0.4234375
-1,PCSI,S1,16,0.8,18,1280,0.0140625
-1,LS-LIN,S1,16,0.9,1280,1280,1.0
-1,LS-LMMSE,S1,16,0.9,351,1280,0.27421875
-1,PCSI,S1,16,0.9,2,1280,0.0015625
-1,LS-LIN,S1,16,1.0,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.0,227,1280,0.17734375
-1,PCSI,S1,16,1.0,1,1280,0.00078125
-1,LS-LIN,S1,16,1.1,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.1,131,1280,0.10234375
-1,PCSI,S1,16,1.1,1,1280,0.00078125
-1,LS-LIN,S1,16,1.2,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.2,51,1280,0.03984375
-1,PCSI,S1,16,1.2,0,1280,0.0
-1,LS-LIN,S1,16,1.3,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.3,20,1280,0.015625
-1,PCSI,S1,16,1.3,0,1280,0.0
-1,LS-LIN,S1,16,1.4,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.4,15,1280,0.01171875
-1,PCSI,S1,16,1.4,0,1280,0.0
-1,LS-LIN,S1,16,1.5,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.5,7,1280,0.00546875
-1,PCSI,S1,16,1.5,0,1280,0.0
-1,LS-LIN,S1,16,1.6,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.6,2,1280,0.0015625
-1,PCSI,S1,16,1.6,0,1280,0.0
-1,LS-LIN,S1,16,1.7,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.7,2,1280,0.0015625
-1,PCSI,S1,16,1.7,0,1280,0.0
-1,LS-LIN,S1,16,1.8,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.8,0,1280,0.0
-1,PCSI,S1,16,1.8,0,1280,0.0
-1,LS-LIN,S1,16,1.9,1280,1280,1.0
-1,LS-LMMSE,S1,16,1.9,1,1280,0.00078125
-1,PCSI,S1,16,1.9,0,1280,0.0
-1,LS-LIN,S1,16,2.0,1280,1280,1.0
-1,LS-LMMSE,S1,16,2.0,0,1280,0.0
-1,PCSI,S1,16,2.0,0,1280,0.0
-1,LS-LIN,S1,16,2.5,1280,1280,1.0
-1,LS-LMMSE,S1,16,2.5,0,1280,0.0
-1,PCSI,S1,16,2.5,0,1280,0.0
-1,LS-LIN,S1,16,3.0,1280,1280,1.0
-1,LS-LMMSE,S1,16,3.0,0,1280,0.0
-1,PCSI,S1,16,3.0,0,1280,0.0
-1,LS-LIN,S1,16,3.5,1280,1280,1.0
-1,LS-LMMSE,S1,16,3.5,0,1280,0.0
-1,PCSI,S1,16,3.5,0,1280,0.0
-1,LS-LIN,S1,16,4.0,1273,1280,0.99453125
-1,LS-LMMSE,S1,16,4.0,0,1280,0.0
-1,PCSI,S1,16,4.0,0,1280,0.0
-1,LS-LIN,S1,16,4.1,1267,1280,0.98984375
-1,LS-LMMSE,S1,16,4.1,0,1280,0.0
-1,PCSI,S1,16,4.1,0,1280,0.0
-1,LS-LIN,S1,16,4.2,1227,1280,0.95859375
-1,LS-LMMSE,S1,16,4.2,0,1280,0.0
-1,PCSI,S1,16,4.2,0,1280,0.0
-1,LS-LIN,S1,16,4.3,1169,1280,0.91328125
-1,LS-LMMSE,S1,16,4.3,0,1280,0.0
-1,PCSI,S1,16,4.3,0,1280,0.0
-1,LS-LIN,S1,16,4.4,1027,1280,0.80234375
-1,LS-LMMSE,S1,16,4.4,0,1280,0.0
-1,PCSI,S1,16,4.4,0,1280,0.0
-1,LS-LIN,S1,16,4.5,908,1280,0.709375
-1,LS-LMMSE,S1,16,4.5,0,1280,0.0
-1,PCSI,S1,16,4.5,0,1280,0.0
-1,LS-LIN,S1,16,4.6,679,1280,0.53046875
-1,LS-LMMSE,S1,16,4.6,0,1280,0.0
-1,PCSI,S1,16,4.6,0,1280,0.0
-1,LS-LIN,S1,16,4.7,470,1280,0.3671875
-1,LS-LMMSE,S1,16,4.7,0,1280,0.0
-1,PCSI,S1,16,4.7,0,1280,0.0
-1,LS-LIN,S1,16,4.8,306,1280,0.2390625
-1,LS-LMMSE,S1,16,4.8,0,1280,0.0
-1,PCSI,S1,16,4.8,0,1280,0.0
-1,LS-LIN,S1,16,4.9,159,1280,0.12421875
-1,LS-LMMSE,S1,16,4.9,0,1280,0.0
-1,PCSI,S1,16,4.9,0,1280,0.0
-1,LS-LIN,S1,16,5.0,82,1280,0.0640625
-1,LS-LMMSE,S1,16,5.0,0,1280,0.0
-1,PCSI,S1,16,5.0,0,1280,0.0
-1,LS-LIN,S1,16,5.1,35,1280,0.02734375
-1,LS-LMMSE,S1,16,5.1,0,1280,0.0
-1,PCSI,S1,16,5.1,0,1280,0.0
-1,LS-LIN,S1,16,5.2,21,1280,0.01640625
-1,LS-LMMSE,S1,16,5.2,0,1280,0.0
-1,PCSI,S1,16,5.2,0,1280,0.0
-1,LS-LIN,S1,16,5.3,7,1280,0.00546875
-1,LS-LMMSE,S1,16,5.3,0,1280,0.0
-1,PCSI,S1,16,5.3,0,1280,0.0
-1,LS-LIN,S1,16,5.4,1,1280,0.00078125
-1,LS-LMMSE,S1,16,5.4,0,1280,0.0
-1,PCSI,S1,16,5.4,0,1280,0.0
-1,LS-LIN,S1,16,5.5,0,1280,0.0
-1,LS-LMMSE,S1,16,5.5,0,1280,0.0
-1,PCSI,S1,16,5.5,0,1280,0.0
-1,LS-LIN,S1,16,5.6,0,1280,0.0
-1,LS-LMMSE,S1,16,5.6,0,1280,0.0
-1,PCSI,S1,16,5.6,0,1280,0.0
-1,LS-LIN,S1,16,5.7,0,1280,0.0
-1,LS-LMMSE,S1,16,5.7,0,1280,0.0
-1,PCSI,S1,16,5.7,0,1280,0.0
-1,LS-LIN,S1,16,5.8,0,1280,0.0
-1,LS-LMMSE,S1,16,5.8,0,1280,0.0
-1,PCSI,S1,16,5.8,0,1280,0.0
-1,LS-LIN,S1,16,5.9,0,1280,0.0
-1,LS-LMMSE,S1,16,5.9,0,1280,0.0
-1,PCSI,S1,16,5.9,0,1280,0.0
-1,LS-LIN,S1,16,6.0,0,1280,0.0
-1,LS-LMMSE,S1,16,6.0,0,1280,0.0
-1,PCSI,S1,16,6.0,0,1280,0.0
