seed,variant,params,auc_s2,ber_5db,sigma_post_std
1,full,318662,1.0,0.0,0.264264315366745
1,no_pilot,314054,0.5508,0.39948901906609535,0.16217947006225586
1,pure_vfe,318662,1.0,0.0,0.21283569931983948
1,no_detach,318662,1.0,0.0010365268835812458,0.17679014801979065
1,no_freeze,318662,1.0,0.0,0.26179441809654236
