cond,cdl,ds_ns,speed_kmh,snr_db,stream,batch,slot,err_Broad,err_DiscNRX,err_AINR,err_LS-LIN,err_LS-LMMSE,conf_b,conf_d,crc_b
S1,C,100.0,3.0,5.0,test,1,23,0.0,0.0,0.0,0.0,0.0,0.8961966633796692,0.8971865773200989,1.0
S1,C,100.0,3.0,5.0,test,1,24,0.0,0.0,0.0,0.0,0.0,0.9182462692260742,0.911112368106842,1.0
S1,C,100.0,3.0,5.0,test,1,25,0.0,0.0,0.0,0.0,0.0,0.9012019038200378,0.9056490063667297,1.0
S1,C,100.0,3.0,5.0,test,1,26,0.0,0.0,0.0,0.0,0.0,0.8995177149772644,0.9059438705444336,1.0
S1,C,100.0,3.0,5.0,test,1,27,0.0,0.0,0.0,0.0,0.0,0.9093188047409058,0.909390926361084,1.0
S1,C,100.0,3.0,5.0,test,1,28,0.0,0.0,0.0,1.0,0.0,0.9051584005355835,0.9083091616630554,1.0
S1,C,100.0,3.0,5.0,test,1,29,0.0,0.0,0.0,0.0,0.0,0.8985402584075928,0.9045770168304443,1.0
S1,C,100.0,3.0,5.0,test,1,30,0.0,0.0,0.0,0.0,0.0,0.908591628074646,0.9044793248176575,1.0
S1,C,100.0,3.0,5.0,test,1,31,0.0,0.0,0.0,0.0,0.0,0.90349280834198,0.8994354605674744,1.0
S1,C,100.0,3.0,5.0,test,2,0,0.0,0.0,0.0,0.0,0.0,0.9209342002868652,0.9189758896827698,1.0
S1,C,100.0,3.0,5.0,test,2,1,0.0,0.0,0.0,0.0,0.0,0.9046408534049988,0.9037086367607117,1.0
S1,C,100.0,3.0,5.0,test,2,2,0.0,0.0,0.0,0.0,0.0,0.8742472529411316,0.9064140915870667,1.0
S1,C,100.0,3.0,5.0,test,2,3,0.0,0.0,0.0,0.0,0.0,0.9148420691490173,0.9035457372665405,1.0
S1,C,100.0,3.0,5.0,test,2,4,0.0,0.0,0.0,0.0,0.0,0.8979138135910034,0.9063735604286194,1.0
S1,C,100.0,3.0,5.0,test,2,5,0.0,0.0,0.0,0.0,0.0,0.8810527920722961,0.908936083316803,1.0
S1,C,100.0,3.0,5.0,test,2,6,0.0,0.0,0.0,0.0,0.0,0.9046069979667664,0.9037290811538696,1.0
S1,C,100.0,3.0,5.0,test,2,7,0.0,0.0,0.0,0.0,0.0,0.896167516708374,0.9043689966201782,1.0
S1,C,100.0,3.0,5.0,test,2,8,0.0,0.0,0.0,0.0,0.0,0.9000217318534851,0.8989583253860474,1.0
S1,C,100.0,3.0,5.0,test,2,9,0.0,0.0,0.0,0.0,0.0,0.9058322906494141,0.9107287526130676,1.0
S1,C,100.0,3.0,5.0,test,2,10,0.0,0.0,0.0,0.0,0.0,0.9087448120117188,0.9178630113601685,1.0
S1,C,100.0,3.0,5.0,test,2,11,0.0,0.0,0.0,0.0,0.0,0.894601047039032,0.8994724750518799,1.0
S1,C,100.0,3.0,5.0,test,2,12,0.0,0.0,0.0,0.0,0.0,0.86744225025177,0.8979325890541077,1.0
S1,C,100.0,3.0,5.0,test,2,13,0.0,0.0,0.0,0.0,0.0,0.9023992419242859,0.9097470641136169,1.0
S1,C,100.0,3.0,5.0,test,2,14,0.0,0.0,0.0,0.0,0.0,0.9156222939491272,0.9152140617370605,1.0
S1,C,100.0,3.0,5.0,test,2,15,0.0,0.0,0.0,0.0,0.0,0.9085792303085327,0.9179539084434509,1.0
S1,C,100.0,3.0,5.0,test,2,16,0.0,0.0,0.0,0.0,0.0,0.9011313915252686,0.885982871055603,1.0
